,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. ],[2. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. ],[2. 2. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. ],[2. 2. 2. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. ],[2. 2. 2. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. ],[2. 2. 2. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. ],[2. 2. 2. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. ],[3. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. ],[3. 2. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. ],[3. 2. 2. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. ],[3. 2. 2. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[3. 2. 2. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. ],[3. 2. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. ],[3. 3. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. ],[3. 3. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[3. 3. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[3. 3. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. ],[3. 3. 3. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[3. 3. 3. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[3. 3. 3. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. ],[3. 3. 3. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[4. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. ],[4. 2. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. ],[4. 2. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[4. 2. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[4. 2. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. ],[4. 3. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[4. 3. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[4. 3. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[4. 3. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. ],[4. 3. 3. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[4. 3. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[4. 3. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[4. 4. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[4. 4. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[4. 4. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[4. 4. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[4. 4. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[4. 4. 4. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. ],[5. 2. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[5. 2. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[5. 2. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[5. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 3. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[5. 3. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[5. 3. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 3. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 3. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 4. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[5. 4. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 4. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 4. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 4. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 5. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 5. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 5. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[6. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[6. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[6. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 3. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[6. 3. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 3. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 3. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 4. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 4. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 4. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 5. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 5. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 6. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[7. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[7. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 3. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 4. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 4. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 5. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[8. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[8. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[8. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[8. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[8. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[8. 4. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[8. 5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[9. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[9. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[9. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[9. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[9. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[10. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[10. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[10. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[11. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[11. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[12. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[13. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ]
[4. 3. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-1,-0.902097902097902,-0.608391608391608,-1,-1,-1,-0.938811188811189,-0.723776223776224,-0.309440559440559,-1,-0.965034965034965,-0.818181818181818,-0.482517482517482,-0.892307692307692,-0.641608391608392,-0.164335664335664,-0.384615384615385,-1,-1,-0.951048951048951,-0.783216783216783,-0.454545454545455,-0.972027972027972,-0.86013986013986,-0.602797202797203,-0.174125874125874,-0.734965034965035,-0.367132867132867,0,-0.895104895104895,-0.699300699300699,-0.357342657342657,-0.530769230769231,-0.0611888111888112,-0.293006993006993,-1,-0.951048951048951,-0.79020979020979,-0.482517482517482,-0.0461538461538462,-0.863636363636364,-0.620979020979021,-0.221328671328671,-0.402097902097902,0.122377622377622,-0.715384615384615,-0.396153846153846,0.0611888111888112,-0.122377622377622,0.237762237762238,-0.434965034965035,0,0.41958041958042,-0.951048951048951,-0.79020979020979,-0.482517482517482,-0.0461538461538462,-0.620979020979021,-0.221328671328671,0.293006993006993,0.122377622377622,-0.396153846153846,0.0611888111888112,0.496503496503497,0,0.524475524475524,0.524475524475524,-0.79020979020979,-0.482517482517482,-0.0461538461538462,0.437762237762238,-0.221328671328671,0.293006993006993,0.730769230769231,0.0611888111888112,0.585664335664336,0.524475524475524,0.923076923076923,-0.482517482517482,-0.0461538461538462,0.437762237762238,0.293006993006993,0.784965034965035,0.585664335664336,0.923076923076923,-0.0461538461538462,0.437762237762238,0.832167832167832,0.784965034965035,0.942307692307692,0.437762237762238,0.832167832167832,1,0.832167832167832,1,1,1
[4. 4. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-0.942113442113442,-0.810578310578311,-0.625624375624376,-1,-1,-0.892773892773893,-0.7000777000777,-0.465090465090465,-0.215617715617716,-0.815850815850816,-0.55011655011655,-0.268648018648019,0.000971250971250971,-0.0372960372960373,0.232323232323232,0.454545454545455,0.648795648795649,-1,-0.877622377622378,-0.645687645687646,-0.372377622377622,-0.0969308469308469,-0.476689976689977,-0.149184149184149,0.141025641025641,0.386169386169386,0.395104895104895,0.604506604506605,0.895104895104895,0,0.317016317016317,0.557886557886558,0.776223776223776,0.888111888111888,0.972027972027972,-0.804195804195804,-0.531468531468531,-0.237762237762238,0.0404040404040404,0.286713286713287,0,0.282051282051282,0.508158508158508,0.715617715617716,0.846153846153846,0.482517482517482,0.691142191142191,0.836829836829837,0.951048951048951,1,0.828671328671329,0.924242424242424,1,-0.339160839160839,0,0.282051282051282,0.508158508158508,0.536130536130536,0.715617715617716,0.846153846153846,0.951048951048951,0.888111888111888,0.951048951048951,1,1,1,1,0.27972027972028,0.536130536130536,0.715617715617716,0.846153846153846,0.888111888111888,0.951048951048951,1,1,1,1,1,0.787878787878788,0.888111888111888,0.951048951048951,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
[4. 4. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-0.950660450660451,-0.83993783993784,-0.670745920745921,-1,-1,-0.915967365967366,-0.765947940947941,-0.562121212121212,-0.319444444444444,-0.866200466200466,-0.674048174048174,-0.441375291375291,-0.18034188034188,-0.312470862470862,-0.0412684537684538,0.231080031080031,0.360683760683761,-1,-0.908624708624709,-0.738539238539239,-0.510431235431235,-0.243939393939394,-0.63986013986014,-0.380536130536131,-0.0965617715617716,0.190598290598291,0.048951048951049,0.332944832944833,0.699300699300699,-0.317016317016317,0,0.31002331002331,0.455244755244755,0.707342657342657,0.829370629370629,-0.862937062937063,-0.659090909090909,-0.414102564102564,-0.142977855477855,0.134110334110334,-0.282051282051282,0,0.276923076923077,0.40994560994561,0.648251748251748,0.101631701631702,0.401942501942502,0.660839160839161,0.769114219114219,0.972027972027972,0.491608391608392,0.735198135198135,0.953379953379953,-0.534965034965035,-0.245920745920746,0.048951048951049,0.327972027972028,0.195804195804196,0.463247863247863,0.68951048951049,0.785314685314685,0.599300699300699,0.807342657342657,0.972027972027972,0.873426573426573,0.965034965034965,1,-0.0524475524475524,0.252331002331002,0.516550116550117,0.730769230769231,0.637529137529138,0.819230769230769,0.972027972027972,0.91958041958042,0.979020979020979,1,1,0.461538461538462,0.691375291375291,0.853146853146853,0.91958041958042,0.979020979020979,1,1,0.843356643356643,0.942657342657343,0.986013986013986,1,1,1,1,1,1,1,1,1
[4. 4. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-0.966588966588967,-0.89044289044289,-0.758741258741259,-1,-1,-0.944055944055944,-0.838383838383838,-0.683139083139083,-0.463869463869464,-0.913519813519813,-0.779202279202279,-0.607303807303807,-0.386169386169386,-0.534731934731935,-0.317637917637918,-0.0433566433566434,-0,-1,-0.94017094017094,-0.824138824138824,-0.657575757575758,-0.42991452991453,-0.764957264957265,-0.579176379176379,-0.348277648277648,-0.0533022533022533,-0.276923076923077,-0,0.357342657342657,-0.557886557886558,-0.31002331002331,0,0.0518000518000518,0.404662004662005,0.475524475524476,-0.912975912975913,-0.768453768453768,-0.581351981351981,-0.348251748251748,-0.0582750582750583,-0.508158508158508,-0.276923076923077,0,0.0466200466200466,0.352447552447552,-0.241647241647242,0.0525511525511526,0.404662004662005,0.414685314685315,0.818181818181818,0.0966588966588967,0.421445221445221,0.752913752913753,-0.68997668997669,-0.463869463869464,-0.200854700854701,0.104351204351204,-0.134110334110334,0.15022015022015,0.466200466200466,0.475524475524476,0.210955710955711,0.539393939393939,0.828671328671329,0.551515151515152,0.841491841491842,0.8997668997669,-0.333333333333333,-0.048018648018648,0.26029526029526,0.581818181818182,0.293006993006993,0.584382284382284,0.839160839160839,0.653613053613054,0.898601398601399,0.8997668997669,1,0.108003108003108,0.407303807303807,0.694405594405594,0.685314685314685,0.902097902097902,0.940559440559441,1,0.543123543123543,0.787412587412587,0.955710955710956,0.940559440559441,1,0.862937062937063,0.981351981351981,1,1,1,1,1
[4. 4. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-1,-0.911033411033411,-0.706293706293706,-1,-1,-1,-0.907536907536908,-0.686946386946387,-0.373348873348873,-1,-0.908443408443408,-0.674125874125874,-0.336674436674437,-0.669230769230769,-0.301165501165501,0.0966588966588967,0.164879564879565,-1,-1,-0.926184926184926,-0.724941724941725,-0.416627816627817,-0.928515928515929,-0.721600621600622,-0.39033929033929,-0.00497280497280497,-0.369308469308469,0.0525511525511526,0.530769230769231,-0.776223776223776,-0.455244755244755,-0.0518000518000518,0,0.435431235431235,0.440559440559441,-1,-0.914529914529915,-0.708158508158508,-0.403962703962704,-0.0483294483294483,-0.706293706293706,-0.381274281274281,-0.000751100751100751,0.0518000518000518,0.441958041958042,-0.454856254856255,-0.0518000518000518,0.352447552447552,0.442890442890443,0.818181818181818,-0.0632478632478632,0.357342657342657,0.797202797202797,-0.902097902097902,-0.666666666666667,-0.327972027972028,0.051048951048951,-0.305205905205905,0.103600103600104,0.475524475524476,0.557575757575758,0.0533022533022533,0.472960372960373,0.863636363636364,0.47972027972028,0.804195804195804,0.892773892773893,-0.622377622377622,-0.246930846930847,0.155400155400155,0.509090909090909,0.213675213675214,0.584382284382284,0.902097902097902,0.597668997668998,0.867132867132867,0.892773892773893,1,-0.160839160839161,0.264724164724165,0.611188811188811,0.694405594405594,0.905594405594406,0.937062937062937,1,0.379020979020979,0.713286713286713,0.909090909090909,0.959207459207459,1,0.815384615384615,0.959207459207459,1,1,1,1,1
[4. 4. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-1,-0.963286713286713,-0.839160839160839,-1,-1,-1,-0.958041958041958,-0.832167832167832,-0.573426573426573,-1,-0.956293706293706,-0.82983682983683,-0.58962703962704,-0.832167832167832,-0.602797202797203,-0.241258741258741,-0.27972027972028,-1,-1,-0.965034965034965,-0.856643356643357,-0.637296037296037,-0.965034965034965,-0.856876456876457,-0.648951048951049,-0.306060606060606,-0.660839160839161,-0.344405594405594,0.0611888111888112,-0.888111888111888,-0.707342657342657,-0.404662004662005,-0.435431235431235,0,-0.122377622377622,-1,-0.958041958041958,-0.839160839160839,-0.620979020979021,-0.27972027972028,-0.842657342657343,-0.634615384615385,-0.32039627039627,-0.352447552447552,0.0568764568764569,-0.699300699300699,-0.415151515151515,0,-0.0568764568764569,0.386946386946387,-0.434965034965035,-0.0611888111888112,0.381118881118881,-0.951048951048951,-0.814685314685315,-0.574825174825175,-0.221328671328671,-0.590909090909091,-0.261072261072261,0.174941724941725,0.113752913752914,-0.357342657342657,0.0611888111888112,0.522144522144522,0,0.48951048951049,0.524475524475524,-0.79020979020979,-0.528671328671329,-0.162937062937063,0.293006993006993,-0.201748251748252,0.227505827505828,0.634032634032634,0.122377622377622,0.622377622377622,0.524475524475524,0.923076923076923,-0.482517482517482,-0.104545454545455,0.341258741258741,0.28006993006993,0.722610722610723,0.646853146853147,0.923076923076923,-0.0461538461538462,0.389510489510489,0.800699300699301,0.739510489510489,0.961538461538462,0.437762237762238,0.816433566433566,0.980769230769231,0.832167832167832,1,1,1
[4. 4. 4. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-1,-1,-0.91958041958042,-1,-1,-1,-1,-0.912587412587413,-0.660839160839161,-1,-1,-0.905594405594406,-0.632867132867133,-0.898601398601399,-0.604895104895105,-0.160839160839161,-0.104895104895105,-1,-1,-1,-0.947552447552448,-0.751048951048951,-1,-0.944055944055944,-0.732867132867133,-0.335664335664336,-0.714685314685315,-0.288461538461538,0.293006993006993,-0.972027972027972,-0.829370629370629,-0.475524475524476,-0.440559440559441,0.122377622377622,0,-1,-1,-0.944055944055944,-0.761538461538461,-0.434965034965035,-0.940559440559441,-0.745454545454545,-0.396153846153846,-0.357342657342657,0.109440559440559,-0.838461538461538,-0.530769230769231,-0.0611888111888112,0,0.538461538461538,-0.588111888111888,-0.170629370629371,0.416083916083916,-1,-0.940559440559441,-0.745454545454545,-0.396153846153846,-0.729370629370629,-0.357342657342657,0.109440559440559,0.170629370629371,-0.502097902097902,0,0.611888111888112,-0.122377622377622,0.416083916083916,0.48951048951049,-0.937062937062937,-0.729370629370629,-0.357342657342657,0.109440559440559,-0.318531468531469,0.170629370629371,0.678321678321678,0.0611888111888112,0.611888111888112,0.48951048951049,0.923076923076923,-0.713286713286713,-0.318531468531469,0.170629370629371,0.231818181818182,0.678321678321678,0.688811188811189,0.923076923076923,-0.27972027972028,0.231818181818182,0.678321678321678,0.739510489510489,0.980769230769231,0.293006993006993,0.739510489510489,0.980769230769231,0.800699300699301,0.980769230769231,1,1
[5. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. ],-1,-1,-1,-0.969230769230769,-0.894638694638695,-0.777000777000777,-0.627039627039627,-1,-0.892773892773893,-0.723076923076923,-0.526029526029526,-0.327117327117327,-0.142191142191142,-0.407925407925408,-0.160839160839161,0.0470862470862471,0.222222222222222,0.451748251748252,0.582284382284382,0.695415695415695,0.912975912975913,-0.692307692307692,-0.407925407925408,-0.160839160839161,0.0470862470862471,0.222222222222222,0.291375291375291,0.451748251748252,0.582284382284382,0.695415695415695,0.862937062937063,0.912975912975913,1,0.804195804195804,0.862937062937063,0.912975912975913,1,1,1,0,0.24009324009324,0.419114219114219,0.562703962703963,0.684537684537684,0.804195804195804,0.862937062937063,0.912975912975913,1,1,1,1,1,1,1,1,1,1,0.666666666666667,0.752913752913753,0.83030303030303,0.893395493395493,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
[5. 2. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],-1,-1,-1,-0.959207459207459,-0.878787878787879,-0.768190143190143,-0.633533133533134,-1,-0.888111888111888,-0.743589743589744,-0.581973581973582,-0.408841158841159,-0.231157731157731,-0.536130536130536,-0.339355089355089,-0.144522144522145,0.0420551670551671,0.138694638694639,0.317599067599068,0.48018648018648,0.707847707847708,-0.732517482517482,-0.509324009324009,-0.297397047397047,-0.0967365967365967,0.0902292152292152,-0,0.194638694638695,0.366938616938617,0.522144522144522,0.617132867132867,0.738150738150738,0.951048951048951,0.531468531468531,0.659090909090909,0.768453768453768,0.914529914529915,0.958041958041958,1,-0.24009324009324,0,0.205128205128205,0.383644133644134,0.543123543123543,0.504079254079254,0.643356643356643,0.760489510489511,0.914529914529915,0.958041958041958,0.877622377622378,0.928515928515929,0.965034965034965,1,1,1,1,1,0.339160839160839,0.504079254079254,0.63986013986014,0.756993006993007,0.846736596736597,0.911033411033411,0.956293706293706,1,1,1,1,1,1,1,0.818181818181818,0.877622377622378,0.928515928515929,0.965034965034965,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
[5. 2. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-0.955128205128205,-0.878454878454878,-0.77977577977578,-0.660839160839161,-1,-0.895571095571096,-0.775757575757576,-0.643301143301143,-0.496547896547897,-0.332362082362082,-0.637762237762238,-0.483682983682984,-0.32001332001332,-0.142385392385392,-0.142657342657343,0.0407925407925408,0.233255633255633,0.401709401709402,-0.781818181818182,-0.6002331002331,-0.420745920745921,-0.237495837495837,-0.0480963480963481,-0.233100233100233,-0.0475524475524476,0.141258741258741,0.331468531468531,0.312470862470862,0.493240093240093,0.79020979020979,0.237762237762238,0.414102564102564,0.581351981351981,0.708158508158508,0.839160839160839,0.944055944055944,-0.419114219114219,-0.205128205128205,0,0.20050505050505,0.397979797979798,0.193473193473193,0.380536130536131,0.56037296037296,0.695182595182595,0.834498834498835,0.634731934731935,0.769075369075369,0.87972027972028,0.944055944055944,1,0.912354312354312,0.963636363636364,1,0.0524475524475524,0.249417249417249,0.431351981351981,0.601398601398601,0.584382284382284,0.72968142968143,0.855011655011655,0.928904428904429,0.88997668997669,0.953846153846154,1,1,1,1,0.545454545454545,0.685081585081585,0.803574203574204,0.900699300699301,0.88997668997669,0.953846153846154,1,1,1,1,1,0.877622377622378,0.934731934731935,0.973426573426573,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
[5. 2. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-0.958187645687646,-0.892773892773893,-0.813422688422688,-0.72027972027972,-1,-0.912432012432012,-0.815268065268065,-0.711577311577312,-0.598018648018648,-0.461538461538462,-0.72043512043512,-0.606157731157731,-0.482167832167832,-0.3379662004662,-0.378205128205128,-0.231410256410256,-0.0507381507381507,0.0374514374514375,-0.833566433566434,-0.684537684537684,-0.537587412587413,-0.382226107226107,-0.205244755244755,-0.421717171717172,-0.267832167832168,-0.0953185703185703,0.109324009324009,-0.00387529137529138,0.190598290598291,0.482517482517482,-0.0404040404040404,0.142977855477855,0.348251748251748,0.403962703962704,0.620979020979021,0.761538461538461,-0.562703962703963,-0.383644133644134,-0.20050505050505,0,0.233100233100233,-0.0907148407148407,0.0959401709401709,0.31029526029526,0.36969696969697,0.602797202797203,0.328166278166278,0.524864024864025,0.734965034965035,0.751981351981352,0.965034965034965,0.682983682983683,0.848717948717949,0.965034965034965,-0.18958818958819,0.000582750582750583,0.199514374514375,0.416899766899767,0.274125874125874,0.46977466977467,0.687762237762238,0.709324009324009,0.652836052836053,0.82051282051282,0.953379953379953,0.911655011655012,0.981351981351981,1,0.249417249417249,0.436247086247086,0.625485625485625,0.812587412587413,0.652836052836053,0.82051282051282,0.953379953379953,0.911655011655012,0.981351981351981,1,1,0.641025641025641,0.785703185703186,0.91002331002331,0.911655011655012,0.981351981351981,1,1,0.8999222999223,0.968997668997669,0.995337995337995,1,1,1,1,1,1,1,1,1
[5. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-0.967365967365967,-0.920745920745921,-0.874125874125874,-0.846153846153846,-1,-0.934731934731935,-0.861693861693862,-0.78989898989899,-0.723076923076923,-0.666666666666667,-0.793317793317793,-0.712509712509713,-0.632634032634033,-0.551515151515152,-0.57016317016317,-0.481585081585082,-0.379020979020979,-0.328049728049728,-0.882517482517483,-0.766122766122766,-0.653457653457653,-0.537995337995338,-0.407925407925408,-0.575757575757576,-0.463869463869464,-0.338306138306138,-0.174825174825175,-0.296969696969697,-0.15042735042735,0.0461538461538462,-0.286713286713287,-0.134110334110334,0.0582750582750583,0.0483294483294483,0.27972027972028,0.434965034965035,-0.684537684537684,-0.543123543123543,-0.397979797979798,-0.233100233100233,0,-0.336441336441336,-0.187878787878788,0,0,0.235431235431235,0.00932400932400932,0.208702408702409,0.498834498834499,0.401864801864802,0.797202797202797,0.349184149184149,0.601864801864802,0.79020979020979,-0.396270396270396,-0.233877233877234,-0.0533022533022533,0.174825174825175,-0.0391608391608392,0.15042735042735,0.421911421911422,0.343589743589744,0.328049728049728,0.562237762237762,0.752913752913753,0.661538461538462,0.904428904428904,0.906759906759907,-0.034965034965035,0.154778554778555,0.379020979020979,0.692307692307692,0.328049728049728,0.562237762237762,0.752913752913753,0.674592074592075,0.904428904428904,0.925407925407925,1,0.341880341880342,0.543123543123543,0.780885780885781,0.674592074592075,0.904428904428904,0.925407925407925,1,0.673659673659674,0.84988344988345,1,0.925407925407925,1,0.902097902097902,1,1,1,1,1,1
[5. 3. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-0.942113442113442,-0.810578310578311,-0.625624375624376,-1,-1,-0.91025641025641,-0.734459984459985,-0.509185259185259,-0.262723387723388,-0.877622377622378,-0.645687645687646,-0.372377622377622,-0.0969308469308469,-0.205128205128205,0.0953768453768454,0.351981351981352,0.56021756021756,-1,-0.846736596736597,-0.613636363636364,-0.351981351981352,-0.0894522144522144,-0.504079254079254,-0.193473193473193,0.0907148407148407,0.336441336441336,0.302447552447552,0.534188034188034,0.863636363636364,-0,0.282051282051282,0.508158508158508,0.706293706293706,0.842657342657343,0.940559440559441,-0.804195804195804,-0.504079254079254,-0.193473193473193,0.0907148407148407,0.336441336441336,0,0.2995337995338,0.533022533022533,0.736596736596737,0.863636363636364,0.509324009324009,0.703379953379953,0.841491841491842,0.951048951048951,1,0.888111888111888,0.951048951048951,1,-0.339160839160839,0,0.282051282051282,0.508158508158508,0.509324009324009,0.703379953379953,0.841491841491842,0.951048951048951,0.858391608391608,0.937645687645688,1,1,1,1,0.27972027972028,0.536130536130536,0.715617715617716,0.846153846153846,0.888111888111888,0.951048951048951,1,1,1,1,1,0.787878787878788,0.888111888111888,0.951048951048951,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
