,[2. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. ],[2. 2. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. ],[2. 2. 2. 1. 1. 1. 1. 1. 1. 1. 0. 0. ],[2. 2. 2. 2. 1. 1. 1. 1. 1. 0. 0. 0. ],[2. 2. 2. 2. 2. 1. 1. 1. 0. 0. 0. 0. ],[2. 2. 2. 2. 2. 2. 1. 0. 0. 0. 0. 0. ],[3. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. ],[3. 2. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. ],[3. 2. 2. 1. 1. 1. 1. 1. 1. 0. 0. 0. ],[3. 2. 2. 2. 1. 1. 1. 1. 0. 0. 0. 0. ],[3. 2. 2. 2. 2. 1. 1. 0. 0. 0. 0. 0. ],[3. 2. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. ],[3. 3. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. ],[3. 3. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. ],[3. 3. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. ],[3. 3. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. ],[3. 3. 3. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[3. 3. 3. 2. 1. 1. 0. 0. 0. 0. 0. 0. ],[3. 3. 3. 2. 2. 0. 0. 0. 0. 0. 0. 0. ],[3. 3. 3. 3. 1. 0. 0. 0. 0. 0. 0. 0. ],[4. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. ],[4. 2. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. ],[4. 2. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. ],[4. 2. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. ],[4. 2. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. ],[4. 3. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. ],[4. 3. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[4. 3. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. ],[4. 3. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. ],[4. 3. 3. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[4. 3. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. ],[4. 3. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. ],[4. 4. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[4. 4. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[4. 4. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. ],[4. 4. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[4. 4. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0. ],[4. 4. 4. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. ],[5. 2. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. ],[5. 2. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[5. 2. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. ],[5. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. ],[5. 3. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[5. 3. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[5. 3. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. ],[5. 3. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[5. 3. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 4. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[5. 4. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[5. 4. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 4. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 4. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 5. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[5. 5. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 5. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. ],[6. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[6. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[6. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. ],[6. 3. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[6. 3. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[6. 3. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 3. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 4. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[6. 4. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 4. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 5. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 5. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 6. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[7. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[7. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[7. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 3. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[7. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 4. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 4. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 5. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[8. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[8. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[8. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[8. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[8. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[8. 4. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[8. 5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[9. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[9. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[9. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[9. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[9. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[10. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[10. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[10. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[11. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[11. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[12. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[13. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ]
[4. 3. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. ],-1,-1,-0.928787878787879,-0.79025974025974,-0.616883116883117,-0.438311688311688,-1,-0.863131313131313,-0.656060606060606,-0.43975468975469,-0.237012987012987,-0.0496031746031746,-0.478787878787879,-0.218181818181818,-0,0.185425685425685,0.28030303030303,0.441558441558442,0.571969696969697,0.79040404040404,-0.781818181818182,-0.507575757575758,-0.262626262626263,-0.0505050505050505,0.134415584415584,0,0.215151515151515,0.384992784992785,0.522727272727273,0.657575757575758,0.753787878787879,0.95959595959596,0.464646464646465,0.601515151515152,0.712121212121212,0.911616161616162,0.94949494949495,1,-0.260606060606061,0,0.202020202020202,0.366305916305916,0.5,0.494949494949495,0.621212121212121,0.723484848484849,0.911616161616162,0.94949494949495,0.834848484848485,0.889393939393939,0.936868686868687,1,1,1,1,1,0.372727272727273,0.525252525252525,0.640909090909091,0.734848484848485,0.86969696969697,0.911616161616162,0.94949494949495,1,1,1,1,1,1,1,0.833333333333333,0.86969696969697,0.911616161616162,0.94949494949495,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
[4. 3. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],-1,-1,-0.910353535353535,-0.767676767676768,-0.6001443001443,-0.422077922077922,-1,-0.852525252525253,-0.672582972582973,-0.482034632034632,-0.289393939393939,-0.099025974025974,-0.563383838383838,-0.353583453583454,-0.149062049062049,0.0474025974025974,-0,0.2002886002886,0.383585858585859,0.537373737373737,-0.787878787878788,-0.568686868686869,-0.353583453583454,-0.148051948051948,0.0463924963924964,-0.215151515151515,0,0.198352573352573,0.378661616161616,0.358910533910534,0.534638047138047,0.823232323232323,0.161616161616162,0.358910533910534,0.530892255892256,0.69023569023569,0.819191919191919,0.929292929292929,-0.391919191919192,-0.159090909090909,0.0511784511784512,0.23953823953824,0.408080808080808,0.208754208754209,0.393759018759019,0.55462962962963,0.700252525252525,0.823232323232323,0.561111111111111,0.703367003367003,0.823232323232323,0.925841750841751,1,0.856818181818182,0.929292929292929,1,0.113636363636364,0.316498316498317,0.483152958152958,0.623989898989899,0.634343434343434,0.75496632996633,0.855892255892256,0.941750841750842,0.881565656565657,0.941750841750842,1,1,1,1,0.585858585858586,0.707575757575758,0.803451178451178,0.885858585858586,0.906313131313131,0.954208754208754,1,1,1,1,1,0.891414141414141,0.931060606060606,0.966666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
[4. 3. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. ],-1,-1,-0.902020202020202,-0.763708513708514,-0.603318903318903,-0.424242424242424,-1,-0.855892255892256,-0.699837662337662,-0.534920634920635,-0.356878306878307,-0.161616161616162,-0.637121212121212,-0.471428571428571,-0.295875420875421,-0.103354978354978,-0.23953823953824,-0.0509199134199134,0.160858585858586,0.206060606060606,-0.809090909090909,-0.62739898989899,-0.44479316979317,-0.254689754689755,-0.053030303030303,-0.384992784992785,-0.198352573352573,0,0.214141414141414,0.0495670995670996,0.263047138047138,0.545454545454545,-0.101010101010101,0.103354978354978,0.318939393939394,0.366035353535354,0.597979797979798,0.695959595959596,-0.497979797979798,-0.300649350649351,-0.101443001443001,0.101839826839827,0.309090909090909,-0.047979797979798,0.15036075036075,0.356228956228956,0.397138047138047,0.613131313131313,0.255194805194805,0.459301346801347,0.665656565656566,0.704040404040404,0.939393939393939,0.589393939393939,0.768686868686869,0.939393939393939,-0.102020202020202,0.106060606060606,0.307467532467532,0.502020202020202,0.3501443001443,0.540277777777778,0.724747474747475,0.755555555555556,0.636237373737374,0.802525252525253,0.951515151515152,0.881818181818182,0.96969696969697,1,0.318181818181818,0.502669552669553,0.669612794612795,0.818181818181818,0.698106060606061,0.840909090909091,0.963636363636364,0.903030303030303,0.975757575757576,1,1,0.679292929292929,0.806818181818182,0.908080808080808,0.924242424242424,0.981818181818182,1,1,0.911616161616162,0.966666666666667,0.993939393939394,1,1,1,1,1,1,1,1,1
[4. 3. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-0.90719696969697,-0.784090909090909,-0.643939393939394,-0.477272727272727,-1,-0.872727272727273,-0.739267676767677,-0.602525252525253,-0.453030303030303,-0.265151515151515,-0.703914141414141,-0.577020202020202,-0.442171717171717,-0.284090909090909,-0.439393939393939,-0.299621212121212,-0.118939393939394,-0.15959595959596,-0.840909090909091,-0.68844696969697,-0.537878787878788,-0.376641414141414,-0.186363636363636,-0.522727272727273,-0.378661616161616,-0.214141414141414,0,-0.236111111111111,-0.0554292929292929,0.12020202020202,-0.323232323232323,-0.152020202020202,0.0568181818181818,0.0053030303030303,0.26010101010101,0.3,-0.593434343434343,-0.428030303030303,-0.255050505050505,-0.0598484848484848,0.186363636363636,-0.27020202020202,-0.0975378787878788,0.110858585858586,0.054040404040404,0.297474747474747,-0.0429292929292929,0.163762626262626,0.438383838383838,0.337373737373737,0.693939393939394,0.257575757575758,0.498989898989899,0.703030303030303,-0.284090909090909,-0.095959595959596,0.108459595959596,0.348484848484849,0.0583333333333333,0.267361111111111,0.536868686868687,0.428787878787879,0.314141414141414,0.557070707070707,0.749242424242424,0.611111111111111,0.866666666666667,0.893939393939394,0.0631313131313131,0.265656565656566,0.488257575757576,0.751515151515151,0.404292929292929,0.63459595959596,0.8,0.657070707070707,0.89469696969697,0.893939393939394,1,0.410353535353535,0.607575757575758,0.816161616161616,0.717171717171717,0.922727272727273,0.915151515151515,1,0.708333333333333,0.869191919191919,1,0.936363636363636,1,0.911616161616162,1,1,1,1,1,1
[4. 3. 3. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-0.882359307359307,-0.672294372294372,-0.415584415584416,-1,-1,-0.880248917748918,-0.656349206349206,-0.383405483405483,-0.101010101010101,-0.891287878787879,-0.65465367965368,-0.357034632034632,-0.0537878787878788,-0.338203463203463,-0,0.299621212121212,0.395959595959596,-1,-0.870075757575758,-0.645815295815296,-0.373268398268398,-0.0922077922077922,-0.657575757575758,-0.358910533910534,-0.0495670995670996,0.236111111111111,0,0.316161616161616,0.695454545454545,-0.373737373737374,-0.0522727272727273,0.245580808080808,0.339267676767677,0.613131313131313,0.672727272727273,-0.83030303030303,-0.578787878787879,-0.287445887445887,0.00405844155844156,0.271212121212121,-0.272727272727273,0.0522727272727273,0.339267676767677,0.433080808080808,0.677272727272727,0.0484848484848485,0.356439393939394,0.603535353535353,0.72979797979798,0.939393939393939,0.474621212121212,0.712121212121212,0.954545454545455,-0.48030303030303,-0.151515151515152,0.156818181818182,0.418560606060606,0.21969696969697,0.502020202020202,0.712121212121212,0.81969696969697,0.53219696969697,0.75050505050505,0.963636363636364,0.857575757575758,0.954545454545455,1,0,0.31969696969697,0.565909090909091,0.745454545454545,0.668560606060606,0.834848484848485,0.981818181818182,0.883838383838384,0.963636363636364,1,1,0.492424242424242,0.710984848484848,0.85,0.936363636363636,0.981818181818182,1,1,0.851515151515152,0.936363636363636,0.981818181818182,1,1,1,1,1,1,1,1,1
[4. 3. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-0.902777777777778,-0.710353535353535,-0.439393939393939,-1,-1,-0.904924242424242,-0.726010101010101,-0.476767676767677,-0.171717171717172,-0.916035353535353,-0.747474747474748,-0.515151515151515,-0.223989898989899,-0.552777777777778,-0.276515151515151,0.0568181818181818,-0,-1,-0.900568181818182,-0.725589225589226,-0.491792929292929,-0.207575757575758,-0.753787878787879,-0.534638047138047,-0.263047138047138,0.0554292929292929,-0.316161616161616,0,0.325757575757576,-0.561868686868687,-0.304924242424242,0,-0.0558922558922559,0.304713804713805,0.245454545454545,-0.876262626262626,-0.680555555555556,-0.436616161616162,-0.152020202020202,0.15959595959596,-0.481691919191919,-0.205871212121212,0.107596801346801,0.05496632996633,0.404208754208754,-0.254040404040404,0.0532407407407407,0.385690235690236,0.353030303030303,0.693939393939394,0.103030303030303,0.433333333333333,0.754545454545455,-0.619949494949495,-0.348484848484849,-0.0474747474747475,0.267361111111111,-0.101515151515152,0.218308080808081,0.539057239057239,0.509427609427609,0.163762626262626,0.491835016835017,0.795454545454545,0.536363636363636,0.824242424242424,0.884848484848485,-0.255050505050505,0.0595959595959596,0.372348484848485,0.654040404040404,0.328093434343434,0.632491582491582,0.877272727272727,0.59040404040404,0.85530303030303,0.884848484848485,1,0.169191919191919,0.474558080808081,0.733838383838384,0.716161616161616,0.91969696969697,0.908333333333333,1,0.573989898989899,0.805555555555556,0.953030303030303,0.95530303030303,1,0.869191919191919,0.978787878787879,1,1,1,1,1
[4. 3. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-0.858585858585859,-0.505050505050505,-1,-1,-1,-0.911616161616162,-0.648989898989899,-0.204545454545455,-1,-0.94949494949495,-0.767676767676768,-0.4,-0.861616161616162,-0.581818181818182,-0.096969696969697,-0.333333333333333,-1,-1,-0.929292929292929,-0.727272727272727,-0.378787878787879,-0.95959595959596,-0.823232323232323,-0.545454545454545,-0.12020202020202,-0.695454545454545,-0.325757575757576,0,-0.868686868686869,-0.660606060606061,-0.324242424242424,-0.508585858585859,-0.0651515151515152,-0.311111111111111,-1,-0.929292929292929,-0.737373737373737,-0.414141414141414,0.0101010101010101,-0.828282828282828,-0.568686868686869,-0.174747474747475,-0.366666666666667,0.13030303030303,-0.680808080808081,-0.368181818181818,0.0651515151515152,-0.13030303030303,0.175757575757576,-0.412121212121212,0,0.374242424242424,-0.929292929292929,-0.737373737373737,-0.414141414141414,0.0101010101010101,-0.568686868686869,-0.174747474747475,0.311111111111111,0.13030303030303,-0.368181818181818,0.0651515151515152,0.457575757575758,0,0.496969696969697,0.496969696969697,-0.737373737373737,-0.414141414141414,0.0101010101010101,0.462626262626263,-0.174747474747475,0.311111111111111,0.712121212121212,0.0651515151515152,0.562121212121212,0.496969696969697,0.909090909090909,-0.414141414141414,0.0101010101010101,0.462626262626263,0.311111111111111,0.775757575757576,0.562121212121212,0.909090909090909,0.0101010101010101,0.462626262626263,0.83030303030303,0.775757575757576,0.931818181818182,0.462626262626263,0.83030303030303,1,0.83030303030303,1,1,1
[4. 4. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],-1,-1,-1,-0.950937950937951,-0.833874458874459,-0.667388167388167,-1,-1,-0.897727272727273,-0.715728715728716,-0.49963924963925,-0.275974025974026,-0.808080808080808,-0.55050505050505,-0.29004329004329,-0.045995670995671,-0.0404040404040404,0.202020202020202,0.404040404040404,0.616161616161616,-1,-0.876262626262626,-0.653198653198653,-0.401154401154401,-0.152056277056277,-0.464646464646465,-0.161616161616162,0.101010101010101,0.323232323232323,0.373737373737374,0.561868686868687,0.868686868686869,0,0.285353535353535,0.504208754208754,0.749579124579125,0.858585858585859,0.964646464646465,-0.787878787878788,-0.525252525252525,-0.255892255892256,-0.00505050505050505,0.217171717171717,0,0.252525252525253,0.455808080808081,0.683922558922559,0.808080808080808,0.464646464646465,0.652777777777778,0.794612794612795,0.937710437710438,1,0.808080808080808,0.903198653198653,1,-0.310606060606061,0,0.252525252525253,0.455808080808081,0.525252525252525,0.683922558922559,0.808080808080808,0.937710437710438,0.876262626262626,0.937710437710438,1,1,1,1,0.303030303030303,0.525252525252525,0.683922558922559,0.808080808080808,0.876262626262626,0.937710437710438,1,1,1,1,1,0.795454545454545,0.876262626262626,0.937710437710438,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
[4. 4. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-0.946789321789322,-0.837518037518038,-0.67965367965368,-1,-1,-0.903354978354978,-0.752308802308802,-0.560822510822511,-0.342532467532468,-0.838257575757576,-0.645815295815296,-0.428174603174603,-0.193217893217893,-0.287445887445887,-0.0441738816738817,0.198989898989899,0.338131313131313,-1,-0.891287878787879,-0.717279942279942,-0.501785714285714,-0.261255411255411,-0.601515151515152,-0.358910533910534,-0.103354978354978,0.152020202020202,0.0522727272727273,0.304924242424242,0.660606060606061,-0.285353535353535,0,0.275883838383838,0.433080808080808,0.665656565656566,0.804545454545455,-0.83030303030303,-0.625757575757576,-0.396536796536797,-0.15275974025974,0.0929292929292929,-0.252525252525253,0,0.245580808080808,0.388383838383838,0.603535353535353,0.109090909090909,0.376262626262626,0.613131313131313,0.737373737373737,0.963636363636364,0.474621212121212,0.698989898989899,0.939393939393939,-0.48030303030303,-0.212121212121212,0.0522727272727273,0.299621212121212,0.209090909090909,0.44520202020202,0.649494949494949,0.758080808080808,0.589772727272727,0.781313131313131,0.963636363636364,0.857575757575758,0.954545454545455,1,0,0.26969696969697,0.502020202020202,0.695454545454545,0.63219696969697,0.796464646464646,0.963636363636364,0.91010101010101,0.972727272727273,1,1,0.492424242424242,0.689772727272727,0.834848484848485,0.91010101010101,0.972727272727273,1,1,0.851515151515152,0.936363636363636,0.981818181818182,1,1,1,1,1,1,1,1,1
[4. 4. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-0.954545454545455,-0.866919191919192,-0.732323232323232,-1,-1,-0.922348484848485,-0.803030303030303,-0.647643097643098,-0.444444444444444,-0.878030303030303,-0.731481481481482,-0.564309764309764,-0.361489898989899,-0.487121212121212,-0.290151515151515,-0.0462121212121212,-0,-1,-0.916035353535353,-0.784511784511784,-0.617171717171717,-0.405050505050505,-0.712121212121212,-0.530892255892256,-0.318939393939394,-0.0568181818181818,-0.245580808080808,-0,0.324242424242424,-0.504208754208754,-0.275883838383838,0,0.05496632996633,0.368686868686869,0.445454545454545,-0.876262626262626,-0.717171717171717,-0.534006734006734,-0.31969696969697,-0.0621212121212121,-0.455808080808081,-0.245580808080808,0,0.0493686868686869,0.319191919191919,-0.206060606060606,0.0558922558922559,0.368686868686869,0.385016835016835,0.786363636363636,0.103030303030303,0.392424242424242,0.712121212121212,-0.619949494949495,-0.401515151515151,-0.160858585858586,0.110858585858586,-0.0929292929292929,0.159301346801347,0.43973063973064,0.454040404040404,0.224494949494949,0.518350168350168,0.8,0.536363636363636,0.815151515151515,0.884848484848485,-0.255050505050505,0.00303030303030303,0.276388888888889,0.562626262626263,0.310227272727273,0.56952861952862,0.813636363636364,0.644444444444444,0.881818181818182,0.884848484848485,1,0.169191919191919,0.431691919191919,0.686531986531987,0.67979797979798,0.886363636363636,0.931818181818182,1,0.573989898989899,0.787878787878788,0.948484848484848,0.931818181818182,1,0.869191919191919,0.978787878787879,1,1,1,1,1
[4. 4. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-0.896969696969697,-0.685606060606061,-1,-1,-1,-0.889646464646465,-0.659259259259259,-0.353535353535354,-1,-0.888215488215488,-0.63989898989899,-0.311111111111111,-0.629292929292929,-0.268939393939394,0.103030303030303,0.175757575757576,-1,-1,-0.910353535353535,-0.697979797979798,-0.397727272727273,-0.911616161616162,-0.69023569023569,-0.366035353535354,-0.0053030303030303,-0.339267676767677,0.0558922558922559,0.508585858585859,-0.749579124579125,-0.433080808080808,-0.05496632996633,0,0.404208754208754,0.404545454545455,-1,-0.893939393939394,-0.678030303030303,-0.383712121212121,-0.0515151515151515,-0.672138047138047,-0.356439393939394,-0.000925925925925926,0.05496632996633,0.416161616161616,-0.433333333333333,-0.05496632996633,0.319191919191919,0.412457912457912,0.786363636363636,-0.0674242424242424,0.324242424242424,0.763636363636364,-0.876262626262626,-0.627525252525252,-0.299621212121212,0.054040404040404,-0.271717171717172,0.10993265993266,0.454040404040404,0.539057239057239,0.0568181818181818,0.447138047138047,0.840909090909091,0.454545454545455,0.772727272727273,0.875757575757576,-0.573232323232323,-0.20959595959596,0.16489898989899,0.491919191919192,0.227020202020202,0.56952861952862,0.886363636363636,0.58047138047138,0.845454545454545,0.875757575757576,1,-0.113636363636364,0.281060606060606,0.6,0.686531986531987,0.890909090909091,0.927272727272727,1,0.402525252525253,0.708080808080808,0.895454545454546,0.953030303030303,1,0.816161616161616,0.953030303030303,1,1,1,1,1
[4. 4. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-0.946969696969697,-0.792929292929293,-1,-1,-1,-0.939393939393939,-0.786195286195286,-0.505050505050505,-1,-0.936868686868687,-0.784511784511784,-0.527777777777778,-0.787878787878788,-0.545454545454545,-0.190909090909091,-0.236363636363636,-1,-1,-0.94949494949495,-0.818181818181818,-0.581818181818182,-0.94949494949495,-0.819191919191919,-0.597979797979798,-0.26010101010101,-0.613131313131313,-0.304713804713805,0.0651515151515152,-0.858585858585859,-0.665656565656566,-0.368686868686869,-0.404208754208754,0,-0.13030303030303,-1,-0.939393939393939,-0.797979797979798,-0.568686868686869,-0.236363636363636,-0.803030303030303,-0.586363636363636,-0.282659932659933,-0.319191919191919,0.0602693602693603,-0.660606060606061,-0.385690235690236,0,-0.0602693602693603,0.336363636363636,-0.412121212121212,-0.0651515151515152,0.336363636363636,-0.929292929292929,-0.767676767676768,-0.517171717171717,-0.174747474747475,-0.537373737373737,-0.21986531986532,0.185690235690236,0.120538720538721,-0.324242424242424,0.0651515151515152,0.487878787878788,0,0.456060606060606,0.496969696969697,-0.737373737373737,-0.465656565656566,-0.113131313131313,0.311111111111111,-0.157070707070707,0.241077441077441,0.612121212121212,0.13030303030303,0.598484848484849,0.496969696969697,0.909090909090909,-0.414141414141414,-0.0515151515151515,0.361616161616162,0.296464646464646,0.709090909090909,0.627272727272727,0.909090909090909,0.0101010101010101,0.412121212121212,0.793939393939394,0.728787878787879,0.954545454545455,0.462626262626263,0.812121212121212,0.977272727272727,0.83030303030303,1,1,1
[4. 4. 4. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-1,-0.901515151515151,-1,-1,-1,-1,-0.891414141414141,-0.621212121212121,-1,-1,-0.881313131313131,-0.585858585858586,-0.871212121212121,-0.55050505050505,-0.113636363636364,-0.05,-1,-1,-1,-0.934343434343434,-0.719191919191919,-1,-0.929292929292929,-0.695959595959596,-0.3,-0.672727272727273,-0.245454545454545,0.311111111111111,-0.964646464646465,-0.804545454545455,-0.445454545454545,-0.404545454545455,0.13030303030303,0,-1,-1,-0.929292929292929,-0.732323232323232,-0.412121212121212,-0.924242424242424,-0.712121212121212,-0.368181818181818,-0.324242424242424,0.115656565656566,-0.816161616161616,-0.508585858585859,-0.0651515151515152,0,0.5,-0.574242424242424,-0.180808080808081,0.377272727272727,-1,-0.924242424242424,-0.712121212121212,-0.368181818181818,-0.691919191919192,-0.324242424242424,0.115656565656566,0.180808080808081,-0.475757575757576,0,0.586363636363636,-0.13030303030303,0.377272727272727,0.456060606060606,-0.919191919191919,-0.691919191919192,-0.324242424242424,0.115656565656566,-0.28030303030303,0.180808080808081,0.663636363636364,0.0651515151515152,0.586363636363636,0.456060606060606,0.909090909090909,-0.671717171717172,-0.28030303030303,0.180808080808081,0.245959595959596,0.663636363636364,0.66969696969697,0.909090909090909,-0.236363636363636,0.245959595959596,0.663636363636364,0.728787878787879,0.977272727272727,0.311111111111111,0.728787878787879,0.977272727272727,0.793939393939394,0.977272727272727,1,1
[5. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. ],-1,-1,-0.982828282828283,-0.937373737373737,-0.858585858585859,-0.747474747474748,-1,-0.918181818181818,-0.783333333333333,-0.62020202020202,-0.44949494949495,-0.287878787878788,-0.456060606060606,-0.236363636363636,-0.0535353535353535,0.095959595959596,0.391919191919192,0.497979797979798,0.593434343434343,0.876262626262626,-0.712121212121212,-0.456060606060606,-0.236363636363636,-0.0535353535353535,0.095959595959596,0.260606060606061,0.391919191919192,0.497979797979798,0.593434343434343,0.83030303030303,0.876262626262626,1,0.787878787878788,0.83030303030303,0.876262626262626,1,1,1,0,0.2,0.349494949494949,0.46969696969697,0.575757575757576,0.787878787878788,0.83030303030303,0.876262626262626,1,1,1,1,1,1,1,1,1,1,0.674242424242424,0.727272727272727,0.787878787878788,0.847979797979798,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
