,[2. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. ],[2. 2. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. ],[2. 2. 2. 1. 1. 1. 1. 1. 1. 1. 0. 0. ],[2. 2. 2. 2. 1. 1. 1. 1. 1. 0. 0. 0. ],[2. 2. 2. 2. 2. 1. 1. 1. 0. 0. 0. 0. ],[2. 2. 2. 2. 2. 2. 1. 0. 0. 0. 0. 0. ],[3. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. ],[3. 2. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. ],[3. 2. 2. 1. 1. 1. 1. 1. 1. 0. 0. 0. ],[3. 2. 2. 2. 1. 1. 1. 1. 0. 0. 0. 0. ],[3. 2. 2. 2. 2. 1. 1. 0. 0. 0. 0. 0. ],[3. 2. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. ],[3. 3. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. ],[3. 3. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. ],[3. 3. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. ],[3. 3. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. ],[3. 3. 3. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[3. 3. 3. 2. 1. 1. 0. 0. 0. 0. 0. 0. ],[3. 3. 3. 2. 2. 0. 0. 0. 0. 0. 0. 0. ],[3. 3. 3. 3. 1. 0. 0. 0. 0. 0. 0. 0. ],[4. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. ],[4. 2. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. ],[4. 2. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. ],[4. 2. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. ],[4. 2. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. ],[4. 3. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. ],[4. 3. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[4. 3. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. ],[4. 3. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. ],[4. 3. 3. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[4. 3. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. ],[4. 3. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. ],[4. 4. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[4. 4. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[4. 4. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. ],[4. 4. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[4. 4. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0. ],[4. 4. 4. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. ],[5. 2. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. ],[5. 2. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[5. 2. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. ],[5. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. ],[5. 3. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[5. 3. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[5. 3. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. ],[5. 3. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[5. 3. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 4. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[5. 4. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[5. 4. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 4. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 4. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 5. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[5. 5. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 5. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. ],[6. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[6. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[6. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. ],[6. 3. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[6. 3. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[6. 3. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 3. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 4. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[6. 4. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 4. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 5. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 5. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 6. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[7. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[7. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[7. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 3. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[7. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 4. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 4. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 5. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[8. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[8. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[8. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[8. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[8. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[8. 4. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[8. 5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[9. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[9. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[9. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[9. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[9. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[10. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[10. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[10. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[11. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[11. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[12. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[13. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ]
[3. 2. 2. 2. 2. 1. 1. 0. 0. 0. 0. 0. ],-0.5,-0.333333333333333,-0.24040404040404,-0.173160173160173,-0.116161616161616,-0.0606060606060606,-0.212121212121212,-0.155555555555556,-0.102453102453102,-0.0522366522366522,0,0.0606060606060606,-0.0467171717171717,0,0.0503607503607504,0.112121212121212,0.0932178932178932,0.153679653679654,0.244444444444444,0.275252525252525,0.0984848484848485,0.150505050505051,0.200396825396825,0.256132756132756,0.324747474747475,0.237012987012987,0.289393939393939,0.356878306878307,0.453030303030303,0.383405483405483,0.476767676767677,0.648989898989899,0.49963924963925,0.560822510822511,0.647643097643098,0.659259259259259,0.786195286195286,0.891414141414141,0.44949494949495,0.486111111111111,0.532467532467532,0.59527417027417,0.683838383838384,0.545634920634921,0.605808080808081,0.691077441077441,0.697306397306397,0.817340067340067,0.759379509379509,0.822222222222222,0.907407407407407,0.907407407407407,1,0.929292929292929,0.971380471380471,1,0.726010101010101,0.74963924963925,0.790584415584416,0.850757575757576,0.789141414141414,0.847390572390572,0.922727272727273,0.923400673400673,0.929292929292929,0.971380471380471,1,1,1,1,0.899170274170274,0.914321789321789,0.943181818181818,0.979292929292929,0.940656565656566,0.976262626262626,1,1,1,1,1,0.978896103896104,0.986111111111111,0.995791245791246,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
[3. 2. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. ],-0.416666666666667,-0.272727272727273,-0.189393939393939,-0.126262626262626,-0.0681818181818182,-0,-0.227272727272727,-0.191919191919192,-0.148809523809524,-0.106060606060606,-0.0606060606060606,0,-0.176767676767677,-0.137987012987013,-0.101010101010101,-0.0606060606060606,-0.132034632034632,-0.101010101010101,-0.0681818181818182,-0.106060606060606,0,0.047979797979798,0.0992063492063492,0.159090909090909,0.242424242424242,0.0496031746031746,0.099025974025974,0.161616161616162,0.265151515151515,0.101010101010101,0.171717171717172,0.204545454545455,0.275974025974026,0.342532467532468,0.444444444444444,0.353535353535354,0.505050505050505,0.621212121212121,0.287878787878788,0.34018759018759,0.403318903318903,0.492424242424242,0.651515151515151,0.325577200577201,0.395562770562771,0.505050505050505,0.404040404040404,0.565656565656566,0.54004329004329,0.632575757575758,0.803030303030303,0.661616161616162,0.909090909090909,0.765151515151515,0.873737373737374,0.924242424242424,0.553030303030303,0.605339105339105,0.679292929292929,0.795454545454545,0.582611832611833,0.67550505050505,0.840909090909091,0.702020202020202,0.765151515151515,0.873737373737374,0.924242424242424,0.924242424242424,1,1,0.764069264069264,0.813672438672439,0.888888888888889,1,0.794191919191919,0.896464646464647,0.939393939393939,0.924242424242424,1,1,1,0.904761904761905,0.945707070707071,1,0.936868686868687,1,1,1,0.977272727272727,1,1,1,1,1,1,1,1,1,1,1
[3. 3. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. ],-1,-0.866666666666667,-0.681186868686869,-0.492424242424242,-0.323232323232323,-0.176767676767677,-0.795454545454545,-0.511111111111111,-0.284090909090909,-0.103030303030303,0.0467171717171717,0.176767676767677,0,0.176262626262626,0.309848484848485,0.418560606060606,0.637626262626263,0.700757575757576,0.761363636363636,0.946969696969697,-0.209090909090909,0,0.154545454545455,0.280681818181818,0.385606060606061,0.478787878787879,0.563383838383838,0.637121212121212,0.703914141414141,0.891287878787879,0.916035353535353,1,0.808080808080808,0.838257575757576,0.878030303030303,1,1,1,0.456060606060606,0.536363636363636,0.609343434343434,0.670707070707071,0.726010101010101,0.876262626262626,0.891287878787879,0.916035353535353,1,1,1,1,1,1,1,1,1,1,0.875757575757576,0.876262626262626,0.891287878787879,0.916035353535353,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
[3. 3. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. ],-1,-0.825757575757576,-0.629292929292929,-0.448593073593074,-0.285714285714286,-0.137987012987013,-0.757575757575758,-0.518518518518518,-0.321284271284271,-0.151082251082251,-0,0.137987012987013,-0.176262626262626,0,0.153318903318903,0.28968253968254,0.332034632034632,0.466450216450216,0.585858585858586,0.771464646464647,-0.303030303030303,-0.108585858585859,0.0511784511784512,0.189033189033189,0.312409812409812,0.218181818181818,0.353583453583454,0.471428571428571,0.577020202020202,0.65465367965368,0.747474747474748,0.94949494949495,0.55050505050505,0.645815295815296,0.731481481481482,0.888215488215488,0.936868686868687,1,0.236363636363636,0.369191919191919,0.477152477152477,0.572150072150072,0.656565656565657,0.653198653198653,0.728643578643579,0.797979797979798,0.925084175084175,0.957912457912458,0.871717171717172,0.910353535353535,0.94949494949495,1,1,1,1,1,0.683838383838384,0.736531986531986,0.789502164502164,0.840909090909091,0.915151515151515,0.939814814814815,0.966329966329966,1,1,1,1,1,1,1,0.929292929292929,0.936868686868687,0.954545454545455,0.974747474747475,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
[3. 3. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. ],-1,-0.790909090909091,-0.59229797979798,-0.416450216450216,-0.254834054834055,-0.101010101010101,-0.734848484848485,-0.535016835016835,-0.362337662337662,-0.203318903318903,-0.0503607503607504,0.101010101010101,-0.309848484848485,-0.153318903318903,0,0.154599567099567,0.0512265512265512,0.211976911976912,0.381313131313131,0.456565656565657,-0.374242424242424,-0.205555555555556,-0.0493626743626744,0.0974747474747475,0.23953823953824,0,0.149062049062049,0.295875420875421,0.442171717171717,0.357034632034632,0.515151515151515,0.767676767676768,0.29004329004329,0.428174603174603,0.564309764309764,0.63989898989899,0.784511784511784,0.881313131313131,0.0535353535353535,0.207070707070707,0.343951418951419,0.471356421356421,0.592676767676768,0.401154401154401,0.530790043290043,0.655892255892256,0.72243265993266,0.843771043771044,0.648845598845599,0.756060606060606,0.858585858585859,0.916666666666667,1,0.896969696969697,0.952020202020202,1,0.467171717171717,0.576659451659452,0.674621212121212,0.766414141414141,0.731168831168831,0.81986531986532,0.901010101010101,0.945791245791246,0.896969696969697,0.952020202020202,1,1,1,1,0.779040404040404,0.836219336219336,0.89040404040404,0.943434343434343,0.931439393939394,0.968686868686869,1,1,1,1,1,0.948232323232323,0.965909090909091,0.985353535353535,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
[3. 3. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. ],-1,-0.766666666666667,-0.569949494949495,-0.397186147186147,-0.232323232323232,-0.0606060606060606,-0.727272727272727,-0.555555555555556,-0.406782106782107,-0.262987012987013,-0.112121212121212,0.0606060606060606,-0.418560606060606,-0.28968253968254,-0.154599567099567,0,-0.191630591630592,-0.0524350649350649,0.127777777777778,0.0606060606060606,-0.431818181818182,-0.290909090909091,-0.148917748917749,-0.00211038961038961,0.159090909090909,-0.185425685425685,-0.0474025974025974,0.103354978354978,0.284090909090909,0.0537878787878788,0.223989898989899,0.4,0.045995670995671,0.193217893217893,0.361489898989899,0.311111111111111,0.527777777777778,0.585858585858586,-0.095959595959596,0.0524170274170274,0.202308802308802,0.360714285714286,0.536363636363636,0.152056277056277,0.304040404040404,0.478156565656566,0.418686868686869,0.636363636363636,0.382034632034632,0.538888888888889,0.726262626262626,0.674747474747475,0.909090909090909,0.685606060606061,0.83030303030303,0.939393939393939,0.255050505050505,0.396284271284271,0.538979076479077,0.689772727272727,0.483910533910534,0.635606060606061,0.807070707070707,0.756060606060606,0.685606060606061,0.83030303030303,0.939393939393939,0.904040404040404,0.984848484848485,1,0.573593073593074,0.69047619047619,0.806818181818182,0.921212121212121,0.760353535353535,0.884343434343434,0.963636363636364,0.904040404040404,0.984848484848485,1,1,0.813672438672439,0.892676767676768,0.962626262626263,0.937373737373737,0.990909090909091,1,1,0.952020202020202,0.987373737373737,1,1,1,1,1,1,1,1,1,1
[3. 3. 3. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],-1,-1,-0.843939393939394,-0.611688311688312,-0.367099567099567,-0.132034632034632,-1,-0.858585858585859,-0.60995670995671,-0.343722943722944,-0.0932178932178932,0.132034632034632,-0.637626262626263,-0.332034632034632,-0.0512265512265512,0.191630591630592,0,0.27507215007215,0.492424242424242,0.643939393939394,-0.787878787878788,-0.542171717171717,-0.283549783549784,-0.0414141414141414,0.1748556998557,-0.28030303030303,0,0.23953823953824,0.439393939393939,0.338203463203463,0.552777777777778,0.861616161616162,0.0404040404040404,0.287445887445887,0.487121212121212,0.629292929292929,0.787878787878788,0.871212121212121,-0.391919191919192,-0.0984848484848485,0.153535353535354,0.361075036075036,0.533333333333333,0.222222222222222,0.451082251082251,0.623989898989899,0.763383838383838,0.873737373737374,0.507070707070707,0.678030303030303,0.808080808080808,0.929292929292929,1,0.856818181818182,0.929292929292929,1,0.113636363636364,0.363636363636364,0.547294372294372,0.687878787878788,0.669191919191919,0.793434343434343,0.885858585858586,0.966666666666667,0.856818181818182,0.929292929292929,1,1,1,1,0.585858585858586,0.726767676767677,0.823484848484848,0.897979797979798,0.931060606060606,0.966666666666667,1,1,1,1,1,0.891414141414141,0.931060606060606,0.966666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
[3. 3. 3. 2. 1. 1. 0. 0. 0. 0. 0. 0. ],-1,-1,-0.838257575757576,-0.60995670995671,-0.357287157287157,-0.101010101010101,-1,-0.860606060606061,-0.650541125541126,-0.408946608946609,-0.153679653679654,0.101010101010101,-0.700757575757576,-0.466450216450216,-0.211976911976912,0.0524350649350649,-0.27507215007215,0,0.284090909090909,0.260606060606061,-0.809090909090909,-0.602651515151515,-0.378210678210678,-0.141017316017316,0.0976190476190476,-0.441558441558442,-0.2002886002886,0.0509199134199134,0.299621212121212,0,0.276515151515151,0.581818181818182,-0.202020202020202,0.0441738816738817,0.290151515151515,0.268939393939394,0.545454545454545,0.55050505050505,-0.497979797979798,-0.246608946608947,0.00562770562770563,0.246933621933622,0.467676767676768,-0.0505050505050505,0.209325396825397,0.45290404040404,0.445454545454545,0.695454545454545,0.197619047619048,0.442045454545455,0.660606060606061,0.695959595959596,0.909090909090909,0.589393939393939,0.780808080808081,0.954545454545455,-0.102020202020202,0.159090909090909,0.395165945165945,0.59760101010101,0.37034632034632,0.597853535353535,0.783333333333333,0.817171717171717,0.589393939393939,0.780808080808081,0.954545454545455,0.881818181818182,0.96969696969697,1,0.318181818181818,0.54004329004329,0.716414141414141,0.85,0.729924242424242,0.874747474747475,0.981818181818182,0.881818181818182,0.96969696969697,1,1,0.679292929292929,0.821843434343434,0.917171717171717,0.945454545454545,0.987878787878788,1,1,0.911616161616162,0.966666666666667,0.993939393939394,1,1,1,1,1,1,1,1,1
[3. 3. 3. 2. 2. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-0.851515151515152,-0.637626262626263,-0.378787878787879,-0.0681818181818182,-1,-0.876262626262626,-0.700757575757576,-0.492424242424242,-0.244444444444444,0.0681818181818182,-0.761363636363636,-0.585858585858586,-0.381313131313131,-0.127777777777778,-0.492424242424242,-0.284090909090909,0,-0.186363636363636,-0.840909090909091,-0.664141414141414,-0.472222222222222,-0.255050505050505,-0.000505050505050505,-0.571969696969697,-0.383585858585859,-0.160858585858586,0.118939393939394,-0.299621212121212,-0.0568181818181818,0.096969696969697,-0.404040404040404,-0.198989898989899,0.0462121212121212,-0.103030303030303,0.190909090909091,0.113636363636364,-0.593434343434343,-0.380050505050505,-0.148989898989899,0.108459595959596,0.402525252525253,-0.282828282828283,-0.0474747474747475,0.22979797979798,0.0674242424242424,0.404545454545455,-0.095959595959596,0.154545454545455,0.454545454545455,0.3,0.590909090909091,0.257575757575758,0.536363636363636,0.745454545454545,-0.284090909090909,-0.0429292929292929,0.213257575757576,0.488257575757576,0.0631313131313131,0.332575757575758,0.643434343434343,0.486363636363636,0.257575757575758,0.536363636363636,0.745454545454545,0.611111111111111,0.875757575757576,0.893939393939394,0.0631313131313131,0.313888888888889,0.56780303030303,0.816161616161616,0.427272727272727,0.698484848484848,0.868181818181818,0.611111111111111,0.875757575757576,0.893939393939394,1,0.410353535353535,0.641161616161616,0.851515151515152,0.748989898989899,0.953030303030303,0.893939393939394,1,0.708333333333333,0.883333333333333,1,0.957575757575758,1,0.911616161616162,1,1,1,1,1,1
[3. 3. 3. 3. 1. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-0.816161616161616,-0.485606060606061,-0.106060606060606,-1,-1,-0.893939393939394,-0.636363636363636,-0.275252525252525,0.106060606060606,-0.946969696969697,-0.771464646464647,-0.456565656565657,-0.0606060606060606,-0.643939393939394,-0.260606060606061,0.186363636363636,0,-1,-0.88510101010101,-0.667929292929293,-0.376262626262626,-0.0429292929292929,-0.79040404040404,-0.537373737373737,-0.206060606060606,0.15959595959596,-0.395959595959596,0,0.333333333333333,-0.616161616161616,-0.338131313131313,0,-0.175757575757576,0.236363636363636,0.05,-0.876262626262626,-0.643939393939394,-0.335858585858586,0.0101010101010101,0.347727272727273,-0.507575757575758,-0.158080808080808,0.221717171717172,0.0621212121212121,0.496969696969697,-0.302020202020202,0.0515151515151515,0.412121212121212,0.310606060606061,0.590909090909091,0.103030303030303,0.474242424242424,0.796969696969697,-0.619949494949495,-0.295454545454545,0.0631313131313131,0.404292929292929,-0.11010101010101,0.283838383838384,0.628282828282828,0.58030303030303,0.103030303030303,0.474242424242424,0.796969696969697,0.536363636363636,0.833333333333333,0.884848484848485,-0.255050505050505,0.116161616161616,0.460858585858586,0.731313131313131,0.345959595959596,0.69040404040404,0.939393939393939,0.536363636363636,0.833333333333333,0.884848484848485,1,0.169191919191919,0.517424242424242,0.777272727272727,0.752525252525252,0.948484848484848,0.884848484848485,1,0.573989898989899,0.823232323232323,0.957575757575758,0.978787878787879,1,0.869191919191919,0.978787878787879,1,1,1,1,1
[4. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. ],-1,-0.956060606060606,-0.877272727272727,-0.772727272727273,-0.651515151515151,-0.522727272727273,-0.765151515151515,-0.557575757575758,-0.377272727272727,-0.224242424242424,-0.0984848484848485,-0,0.209090909090909,0.303030303030303,0.374242424242424,0.431818181818182,0.787878787878788,0.809090909090909,0.840909090909091,1,0,0.140909090909091,0.248484848484848,0.331818181818182,0.4,0.781818181818182,0.787878787878788,0.809090909090909,0.840909090909091,1,1,1,1,1,1,1,1,1,0.712121212121212,0.713636363636364,0.733333333333333,0.766666666666667,0.809090909090909,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
[4. 2. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. ],-1,-0.922727272727273,-0.814520202020202,-0.7,-0.588383838383838,-0.47979797979798,-0.71969696969697,-0.536868686868687,-0.390151515151515,-0.264141414141414,-0.150505050505051,-0.047979797979798,-0,0.108585858585859,0.205555555555556,0.290909090909091,0.542171717171717,0.602651515151515,0.664141414141414,0.88510101010101,-0.140909090909091,0,0.114141414141414,0.213068181818182,0.300757575757576,0.507575757575758,0.568686868686869,0.62739898989899,0.68844696969697,0.870075757575758,0.900568181818182,1,0.876262626262626,0.891287878787879,0.916035353535353,1,1,1,0.456060606060606,0.507575757575758,0.563383838383838,0.620328282828283,0.681818181818182,0.842171717171717,0.864772727272727,0.897032828282828,1,1,1,1,1,1,1,1,1,1,0.875757575757576,0.876262626262626,0.891287878787879,0.916035353535353,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
[4. 2. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. ],-1,-0.887878787878788,-0.763383838383838,-0.649891774891775,-0.546897546897547,-0.449134199134199,-0.689393939393939,-0.537373737373737,-0.413455988455988,-0.303751803751804,-0.200396825396825,-0.0992063492063492,-0.154545454545455,-0.0511784511784512,0.0493626743626744,0.148917748917749,0.283549783549784,0.378210678210678,0.472222222222222,0.667929292929293,-0.248484848484848,-0.114141414141414,0,0.10515873015873,0.206349206349206,0.262626262626263,0.353583453583454,0.44479316979317,0.537878787878788,0.645815295815296,0.725589225589226,0.929292929292929,0.653198653198653,0.717279942279942,0.784511784511784,0.910353535353535,0.94949494949495,1,0.236363636363636,0.324747474747475,0.407455507455507,0.489718614718615,0.575757575757576,0.617845117845118,0.683946608946609,0.754208754208754,0.888215488215488,0.936868686868687,0.893434343434343,0.925084175084175,0.957912457912458,1,1,1,1,1,0.683838383838384,0.720538720538721,0.766774891774892,0.820707070707071,0.893434343434343,0.925084175084175,0.957912457912458,1,1,1,1,1,1,1,0.929292929292929,0.936868686868687,0.954545454545455,0.974747474747475,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
[4. 2. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. ],-1,-0.856060606060606,-0.726010101010101,-0.617424242424242,-0.522871572871573,-0.434343434343434,-0.674242424242424,-0.547979797979798,-0.44258658008658,-0.347979797979798,-0.256132756132756,-0.159090909090909,-0.280681818181818,-0.189033189033189,-0.0974747474747475,0.00211038961038961,0.0414141414141414,0.141017316017316,0.255050505050505,0.376262626262626,-0.331818181818182,-0.213068181818182,-0.10515873015873,0,0.110606060606061,0.0505050505050505,0.148051948051948,0.254689754689755,0.376641414141414,0.373268398268398,0.491792929292929,0.727272727272727,0.401154401154401,0.501785714285714,0.617171717171717,0.697979797979798,0.818181818181818,0.934343434343434,0.0535353535353535,0.156565656565657,0.256132756132756,0.36046176046176,0.476262626262626,0.377795815295815,0.473042929292929,0.581881313131313,0.666666666666667,0.787878787878788,0.690007215007215,0.777083333333333,0.871717171717172,0.916666666666667,1,0.896969696969697,0.952020202020202,1,0.467171717171717,0.544462481962482,0.626966089466089,0.71925505050505,0.701370851370851,0.782954545454545,0.873737373737374,0.916666666666667,0.914204545454545,0.960353535353535,1,1,1,1,0.779040404040404,0.8248556998557,0.878661616161616,0.937373737373737,0.914204545454545,0.960353535353535,1,1,1,1,1,0.948232323232323,0.965909090909091,0.985353535353535,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
[4. 2. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. ],-1,-0.831818181818182,-0.703282828282828,-0.602813852813853,-0.52020202020202,-0.446969696969697,-0.674242424242424,-0.563636363636364,-0.476010101010101,-0.398556998556999,-0.324747474747475,-0.242424242424242,-0.385606060606061,-0.312409812409812,-0.23953823953824,-0.159090909090909,-0.1748556998557,-0.0976190476190476,0.000505050505050505,0.0429292929292929,-0.4,-0.300757575757576,-0.206349206349206,-0.110606060606061,0,-0.134415584415584,-0.0463924963924964,0.053030303030303,0.186363636363636,0.0922077922077922,0.207575757575758,0.378787878787879,0.152056277056277,0.261255411255411,0.405050505050505,0.397727272727273,0.581818181818182,0.719191919191919,-0.095959595959596,0.00140692640692641,0.103246753246753,0.21969696969697,0.372727272727273,0.141594516594517,0.243650793650794,0.372727272727273,0.375252525252525,0.538888888888889,0.432972582972583,0.558333333333333,0.736868686868687,0.685858585858586,0.939393939393939,0.685606060606061,0.819191919191919,0.924242424242424,0.255050505050505,0.353715728715729,0.465295815295815,0.606060606060606,0.459848484848485,0.577777777777778,0.742929292929293,0.696969696969697,0.722979797979798,0.848484848484849,0.939393939393939,0.904040404040404,0.984848484848485,1,0.573593073593074,0.663600288600289,0.771212121212121,0.904545454545455,0.733080808080808,0.850505050505051,0.939393939393939,0.920707070707071,0.987878787878788,1,1,0.813672438672439,0.882575757575758,0.958585858585859,0.920707070707071,0.987878787878788,1,1,0.952020202020202,0.987373737373737,1,1,1,1,1,1,1,1,1,1
