,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. ],[2. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. ],[2. 2. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. ],[2. 2. 2. 1. 1. 1. 1. 1. 1. 0. 0. 0. ],[2. 2. 2. 2. 1. 1. 1. 1. 0. 0. 0. 0. ],[2. 2. 2. 2. 2. 1. 1. 0. 0. 0. 0. 0. ],[2. 2. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. ],[3. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. ],[3. 2. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. ],[3. 2. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. ],[3. 2. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. ],[3. 2. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. ],[3. 3. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. ],[3. 3. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[3. 3. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. ],[3. 3. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. ],[3. 3. 3. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[3. 3. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. ],[3. 3. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. ],[4. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. ],[4. 2. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. ],[4. 2. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[4. 2. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. ],[4. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. ],[4. 3. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[4. 3. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[4. 3. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. ],[4. 3. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[4. 3. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0. ],[4. 4. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[4. 4. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[4. 4. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. ],[4. 4. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[4. 4. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. ],[5. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[5. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[5. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. ],[5. 3. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[5. 3. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[5. 3. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 3. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 4. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[5. 4. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 4. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 5. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 5. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[6. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[6. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[6. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 3. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[6. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 4. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 4. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 5. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[7. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[7. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 4. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[8. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[8. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[8. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[8. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[8. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[9. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[9. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[9. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[10. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[10. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[11. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[12. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ]
[4. 4. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-0.943434343434343,-0.811447811447811,-0.606060606060606,-1,-1,-0.910353535353535,-0.742676767676768,-0.506818181818182,-0.867171717171717,-0.661784511784512,-0.403787878787879,-0.103030303030303,-0.299621212121212,0.0053030303030303,0.412121212121212,-1,-0.911616161616162,-0.73493265993266,-0.483712121212121,-0.175757575757576,-0.652777777777778,-0.376262626262626,-0.0558922558922559,0.05496632996633,0.385690235690236,-0.352525252525253,0,0.368686868686869,0.473905723905724,0.868181818181818,-0.876262626262626,-0.672138047138047,-0.413257575757576,-0.110858585858586,-0.309090909090909,0,0.319191919191919,0.416161616161616,0.0568181818181818,0.412457912457912,0.8,0.454545454545455,0.763636363636364,-0.573232323232323,-0.271717171717172,0.05496632996633,0.378282828282828,0.16489898989899,0.477609427609428,0.813636363636364,0.58047138047138,0.840909090909091,0.875757575757576,1,-0.113636363636364,0.227020202020202,0.539057239057239,0.623569023569024,0.85,0.927272727272727,1,0.402525252525253,0.686531986531987,0.886363636363636,0.927272727272727,1,0.816161616161616,0.953030303030303,1,1,1,1,1
[4. 4. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-0.96969696969697,-0.900673400673401,-0.772727272727273,-1,-1,-0.94949494949495,-0.848484848484849,-0.68989898989899,-0.924242424242424,-0.794612794612795,-0.618181818181818,-0.365656565656566,-0.557575757575758,-0.324242424242424,-0,-1,-0.94949494949495,-0.843771043771044,-0.682828282828283,-0.436363636363636,-0.794612794612795,-0.613131313131313,-0.368686868686869,-0.319191919191919,-0,-0.618181818181818,-0.368686868686869,0,0,0.5,-0.929292929292929,-0.797979797979798,-0.615151515151515,-0.366666666666667,-0.557575757575758,-0.319191919191919,0,0,-0.324242424242424,0,0.406060606060606,0,0.415151515151515,-0.737373737373737,-0.517171717171717,-0.238720538720539,0.13030303030303,-0.201010101010101,0.120538720538721,0.472727272727273,0.13030303030303,0.56969696969697,0.496969696969697,0.909090909090909,-0.414141414141414,-0.113131313131313,0.250841750841751,0.231313131313131,0.612121212121212,0.627272727272727,0.909090909090909,0.0101010101010101,0.361616161616162,0.754545454545455,0.663636363636364,0.954545454545455,0.462626262626263,0.793939393939394,0.954545454545455,0.83030303030303,1,1,1
[4. 4. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-1,-0.891414141414141,-0.621212121212121,-1,-1,-1,-0.898989898989899,-0.63030303030303,-1,-0.90993265993266,-0.647474747474747,-0.237878787878788,-0.672727272727273,-0.245454545454545,0.260606060606061,-1,-1,-0.929292929292929,-0.708080808080808,-0.337373737373737,-0.937710437710438,-0.72979797979798,-0.353030303030303,-0.377777777777778,0.125420875420875,-0.808080808080808,-0.473905723905724,-0,0,0.5,-1,-0.924242424242424,-0.712121212121212,-0.368181818181818,-0.733333333333333,-0.385690235690236,0.0553872053872054,0.0602693602693603,-0.508585858585859,-0.0602693602693603,0.487878787878788,-0.13030303030303,0.377272727272727,-0.919191919191919,-0.691919191919192,-0.324242424242424,0.115656565656566,-0.345454545454545,0.120538720538721,0.612121212121212,0,0.516666666666667,0.456060606060606,0.909090909090909,-0.671717171717172,-0.28030303030303,0.180808080808081,0.185690235690236,0.637878787878788,0.598484848484849,0.909090909090909,-0.236363636363636,0.245959595959596,0.663636363636364,0.709090909090909,0.954545454545455,0.311111111111111,0.728787878787879,0.977272727272727,0.793939393939394,0.977272727272727,1,1
[4. 4. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-1,-1,-0.909090909090909,-1,-1,-1,-1,-0.909090909090909,-1,-1,-0.909090909090909,-0.590909090909091,-0.909090909090909,-0.590909090909091,-0.0181818181818182,-1,-1,-1,-0.954545454545455,-0.745454545454545,-1,-0.954545454545455,-0.745454545454545,-0.745454545454545,-0.254545454545455,-0.981818181818182,-0.868181818181818,-0.5,-0.5,0,-1,-1,-0.954545454545455,-0.772727272727273,-0.954545454545455,-0.772727272727273,-0.377272727272727,-0.377272727272727,-0.881818181818182,-0.586363636363636,0,-0.663636363636364,-0.209090909090909,-1,-0.954545454545455,-0.772727272727273,-0.377272727272727,-0.772727272727273,-0.377272727272727,0.209090909090909,-0.586363636363636,0,-0.209090909090909,0.5,-0.954545454545455,-0.772727272727273,-0.377272727272727,-0.377272727272727,0.209090909090909,0,0.5,-0.772727272727273,-0.377272727272727,0.209090909090909,0.209090909090909,0.75,-0.377272727272727,0.209090909090909,0.795454545454545,0.209090909090909,0.795454545454545,0.795454545454545,1
[5. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. ],-1,-1,-1,-0.960606060606061,-0.867676767676768,-0.726010101010101,-0.553030303030303,-1,-0.875757575757576,-0.683838383838384,-0.467171717171717,-0.255050505050505,-0.372727272727273,-0.113636363636364,0.102020202020202,0.284090909090909,0.48030303030303,0.619949494949495,0.929292929292929,-0.674242424242424,-0.372727272727273,-0.113636363636364,0.102020202020202,0.284090909090909,0.310606060606061,0.48030303030303,0.619949494949495,0.876262626262626,0.929292929292929,0.809090909090909,0.876262626262626,0.929292929292929,1,1,0,0.257575757575758,0.448484848484848,0.602272727272727,0.809090909090909,0.876262626262626,0.929292929292929,1,1,1,1,1,1,0.651515151515151,0.756060606060606,0.844444444444444,0.911616161616162,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
[5. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],-1,-1,-1,-0.950757575757576,-0.857142857142857,-0.729617604617605,-0.573593073593074,-1,-0.876262626262626,-0.720538720538721,-0.544462481962482,-0.353715728715729,-0.525252525252525,-0.316498316498317,-0.106060606060606,0.095959595959596,0.151515151515152,0.348484848484849,0.737373737373737,-0.727272727272727,-0.494949494949495,-0.269360269360269,-0.053030303030303,0.148989898989899,-0,0.212121212121212,0.401515151515151,0.627525252525252,0.767676767676768,0.525252525252525,0.672138047138047,0.797979797979798,0.924242424242424,1,-0.257575757575758,0,0.224747474747475,0.422348484848485,0.494949494949495,0.656565656565657,0.791245791245791,0.924242424242424,0.876262626262626,0.937710437710438,1,1,1,0.303030303030303,0.494949494949495,0.652777777777778,0.787878787878788,0.842171717171717,0.920454545454545,1,1,1,1,1,0.795454545454545,0.876262626262626,0.937710437710438,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
[5. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-0.949945887445887,-0.866522366522366,-0.758116883116883,-0.621212121212121,-1,-0.891287878787879,-0.766774891774892,-0.626966089466089,-0.465295815295815,-0.640909090909091,-0.483152958152958,-0.307467532467532,-0.108459595959596,-0.156818181818182,0.0474747474747475,0.414141414141414,-0.787878787878788,-0.601515151515152,-0.413455988455988,-0.213455988455988,0.000505050505050505,-0.252525252525253,-0.0522727272727273,0.160858585858586,0.299621212121212,0.517171717171717,0.209090909090909,0.413257575757576,0.615151515151515,0.712121212121212,0.954545454545455,-0.448484848484848,-0.224747474747475,0,0.23030303030303,0.159090909090909,0.376262626262626,0.595454545454545,0.698989898989899,0.610984848484848,0.781313131313131,0.954545454545455,0.91010101010101,0.972727272727273,0,0.21969696969697,0.433080808080808,0.640909090909091,0.553409090909091,0.737373737373737,0.939393939393939,0.883838383838384,0.963636363636364,1,1,0.492424242424242,0.668560606060606,0.81969696969697,0.883838383838384,0.963636363636364,1,1,0.851515151515152,0.936363636363636,0.981818181818182,1,1,1,1,1,1,1,1,1
[5. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-0.958333333333333,-0.894949494949495,-0.820707070707071,-0.727272727272727,-1,-0.916035353535353,-0.820707070707071,-0.71925505050505,-0.606060606060606,-0.734848484848485,-0.623989898989899,-0.502020202020202,-0.348484848484849,-0.418560606060606,-0.267361111111111,-0.0101010101010101,-0.847979797979798,-0.700757575757576,-0.552777777777778,-0.390151515151515,-0.186363636363636,-0.455808080808081,-0.299621212121212,-0.110858585858586,-0.054040404040404,0.174747474747475,-0.0929292929292929,0.110858585858586,0.366666666666667,0.368181818181818,0.772727272727273,-0.602272727272727,-0.422348484848485,-0.23030303030303,0,-0.149494949494949,0.0554292929292929,0.325757575757576,0.327272727272727,0.267361111111111,0.513888888888889,0.763636363636364,0.644444444444444,0.877272727272727,-0.255050505050505,-0.0535353535353535,0.172979797979798,0.456060606060606,0.206628787878788,0.446464646464646,0.712121212121212,0.608080808080808,0.843939393939394,0.908333333333333,1,0.169191919191919,0.388825757575758,0.635353535353535,0.608080808080808,0.843939393939394,0.908333333333333,1,0.573989898989899,0.77020202020202,0.943939393939394,0.908333333333333,1,0.869191919191919,0.978787878787879,1,1,1,1,1
[5. 3. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-0.922799422799423,-0.759379509379509,-0.54004329004329,-1,-1,-0.893434343434343,-0.690007215007215,-0.432972582972583,-0.86969696969697,-0.615151515151515,-0.312770562770563,-0.0101010101010101,-0.16969696969697,0.158080808080808,0.62020202020202,-1,-0.834848484848485,-0.58030303030303,-0.292568542568543,-0.0053030303030303,-0.494949494949495,-0.159090909090909,0.149494949494949,0.333838383838384,0.588888888888889,-0,0.309090909090909,0.557575757575758,0.733333333333333,0.954545454545455,-0.809090909090909,-0.494949494949495,-0.159090909090909,0.149494949494949,0,0.330808080808081,0.587878787878788,0.766666666666667,0.507575757575758,0.73030303030303,0.963636363636364,0.894949494949495,0.963636363636364,-0.363636363636364,0,0.309090909090909,0.557575757575758,0.507575757575758,0.73030303030303,0.963636363636364,0.863131313131313,0.951515151515152,1,1,0.242424242424242,0.536363636363636,0.741414141414141,0.894949494949495,0.963636363636364,1,1,0.766666666666667,0.894949494949495,0.963636363636364,1,1,1,1,1,1,1,1,1
[5. 3. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-0.943434343434343,-0.811447811447811,-0.606060606060606,-1,-1,-0.925084175084175,-0.777083333333333,-0.558333333333333,-0.911616161616162,-0.744949494949495,-0.514814814814815,-0.224494949494949,-0.470075757575758,-0.170328282828283,0.236363636363636,-1,-0.889393939393939,-0.700252525252525,-0.452146464646465,-0.15959595959596,-0.668350168350168,-0.410732323232323,-0.107596801346801,-0.05496632996633,0.282659932659933,-0.309090909090909,-0,0.319191919191919,0.385690235690236,0.772727272727273,-0.876262626262626,-0.656565656565657,-0.376262626262626,-0.0554292929292929,-0.330808080808081,0,0.343939393939394,0.412457912457912,0.110858585858586,0.44503367003367,0.802272727272727,0.58047138047138,0.840909090909091,-0.573232323232323,-0.271717171717172,0.05496632996633,0.378282828282828,0.110858585858586,0.44503367003367,0.8,0.539057239057239,0.806818181818182,0.901515151515151,1,-0.113636363636364,0.227020202020202,0.539057239057239,0.602020202020202,0.845454545454545,0.901515151515151,1,0.402525252525253,0.686531986531987,0.886363636363636,0.927272727272727,1,0.816161616161616,0.953030303030303,1,1,1,1,1
[5. 3. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-0.96969696969697,-0.900673400673401,-0.772727272727273,-1,-1,-0.957912457912458,-0.871717171717172,-0.736868686868687,-0.94949494949495,-0.851851851851852,-0.713131313131313,-0.511111111111111,-0.695454545454545,-0.508585858585859,-0.260606060606061,-1,-0.936868686868687,-0.816498316498317,-0.640909090909091,-0.383333333333333,-0.801346801346801,-0.631313131313131,-0.404208754208754,-0.416161616161616,-0.125420875420875,-0.557575757575758,-0.319191919191919,-0,-0.0553872053872054,0.377272727272727,-0.929292929292929,-0.791245791245791,-0.595454545454545,-0.325757575757576,-0.587878787878788,-0.343939393939394,0,-0.0602693602693603,-0.262626262626263,0.0602693602693603,0.412121212121212,0.13030303030303,0.56969696969697,-0.737373737373737,-0.517171717171717,-0.238720538720539,0.13030303030303,-0.262626262626263,0.0602693602693603,0.406060606060606,0.115656565656566,0.513636363636364,0.562121212121212,0.909090909090909,-0.414141414141414,-0.113131313131313,0.250841750841751,0.180808080808081,0.590909090909091,0.58030303030303,0.931818181818182,0.0101010101010101,0.361616161616162,0.754545454545455,0.645454545454546,0.931818181818182,0.462626262626263,0.793939393939394,0.954545454545455,0.83030303030303,1,1,1
[5. 3. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-1,-0.891414141414141,-0.621212121212121,-1,-1,-1,-0.916666666666667,-0.674747474747475,-1,-0.941750841750842,-0.736363636363636,-0.362121212121212,-0.804545454545455,-0.445454545454545,-0,-1,-1,-0.90993265993266,-0.671717171717172,-0.312626262626263,-0.937710437710438,-0.737373737373737,-0.385016835016835,-0.473905723905724,-0,-0.741414141414141,-0.416161616161616,-0,-0.0602693602693603,0.377272727272727,-1,-0.924242424242424,-0.698989898989899,-0.327272727272727,-0.766666666666667,-0.412457912457912,0.0602693602693603,0,-0.443434343434343,0,0.487878787878788,0,0.516666666666667,-0.919191919191919,-0.691919191919192,-0.324242424242424,0.115656565656566,-0.410606060606061,0.0602693602693603,0.557575757575758,-0.00488215488215488,0.472727272727273,0.527272727272727,0.909090909090909,-0.671717171717172,-0.28030303030303,0.180808080808081,0.125420875420875,0.612121212121212,0.546969696969697,0.931818181818182,-0.236363636363636,0.245959595959596,0.663636363636364,0.689393939393939,0.931818181818182,0.311111111111111,0.728787878787879,0.977272727272727,0.793939393939394,0.977272727272727,1,1
[5. 4. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-1,-0.929292929292929,-0.765151515151515,-1,-1,-1,-0.896969696969697,-0.685606060606061,-1,-0.856818181818182,-0.589393939393939,-0.257575757575758,-0.474621212121212,-0.103030303030303,0.412121212121212,-1,-1,-0.881565656565657,-0.636237373737374,-0.314141414141414,-0.842171717171717,-0.53219696969697,-0.163762626262626,0.0053030303030303,0.368181818181818,-0.478787878787879,-0.0568181818181818,0.324242424242424,0.508585858585859,0.881818181818182,-1,-0.876262626262626,-0.610984848484848,-0.267361111111111,-0.507575757575758,-0.110858585858586,0.262626262626263,0.443434343434343,0,0.408333333333333,0.845454545454545,0.511111111111111,0.8,-0.840909090909091,-0.536363636363636,-0.16489898989899,0.201010101010101,0,0.378282828282828,0.813636363636364,0.536868686868687,0.806818181818182,0.89469696969697,1,-0.424242424242424,0,0.378282828282828,0.562626262626263,0.813636363636364,0.922727272727273,1,0.186363636363636,0.562626262626263,0.813636363636364,0.922727272727273,1,0.751515151515151,0.922727272727273,1,1,1,1,1
[5. 4. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-1,-0.971380471380471,-0.863636363636364,-1,-1,-1,-0.952020202020202,-0.819191919191919,-1,-0.929292929292929,-0.768686868686869,-0.498989898989899,-0.712121212121212,-0.433333333333333,-0,-1,-1,-0.941750841750842,-0.792929292929293,-0.523737373737374,-0.920454545454545,-0.740151515151515,-0.455387205387205,-0.385690235690236,-0,-0.719191919191919,-0.412457912457912,-0,0.0602693602693603,0.586363636363636,-1,-0.937710437710438,-0.781313131313131,-0.513888888888889,-0.73030303030303,-0.44503367003367,-0.0602693602693603,-0,-0.408333333333333,0,0.515151515151515,0,0.487878787878788,-0.919191919191919,-0.733333333333333,-0.447138047138047,-0.0651515151515152,-0.378282828282828,0,0.472727272727273,0.0602693602693603,0.515151515151515,0.527272727272727,0.909090909090909,-0.671717171717172,-0.345454545454545,0.0602693602693603,0.120538720538721,0.542424242424242,0.618181818181818,0.931818181818182,-0.236363636363636,0.185690235690236,0.612121212121212,0.637878787878788,0.954545454545455,0.311111111111111,0.709090909090909,0.954545454545455,0.793939393939394,0.977272727272727,1,1
[5. 4. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-1,-1,-0.909090909090909,-1,-1,-1,-1,-0.924242424242424,-1,-1,-0.939393939393939,-0.693939393939394,-0.954545454545455,-0.745454545454545,-0.333333333333333,-1,-1,-1,-0.939393939393939,-0.703030303030303,-1,-0.951515151515152,-0.749242424242424,-0.795454545454545,-0.377272727272727,-0.963636363636364,-0.8,-0.406060606060606,-0.487878787878788,-0,-1,-1,-0.954545454545455,-0.763636363636364,-0.963636363636364,-0.802272727272727,-0.412121212121212,-0.487878787878788,-0.845454545454545,-0.515151515151515,0,-0.612121212121212,-0.0696969696969697,-1,-0.954545454545455,-0.772727272727273,-0.377272727272727,-0.809090909090909,-0.446969696969697,0.0696969696969697,-0.542424242424242,0,-0.139393939393939,0.5,-0.954545454545455,-0.772727272727273,-0.377272727272727,-0.446969696969697,0.139393939393939,0,0.583333333333333,-0.772727272727273,-0.377272727272727,0.209090909090909,0.139393939393939,0.681818181818182,-0.377272727272727,0.209090909090909,0.78030303030303,0.209090909090909,0.795454545454545,0.795454545454545,1
[5. 5. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-1,-1,-0.924242424242424,-1,-1,-1,-1,-0.904040404040404,-1,-1,-0.881818181818182,-0.611111111111111,-0.857575757575758,-0.536363636363636,-0,-1,-1,-1,-0.881818181818182,-0.611111111111111,-1,-0.857575757575758,-0.536363636363636,-0.454545454545455,-0,-0.831313131313131,-0.454545454545455,-0,0.13030303030303,0.663636363636364,-1,-1,-0.91010101010101,-0.644444444444444,-0.894949494949495,-0.58047138047138,-0.13030303030303,-0,-0.511111111111111,-0,0.612121212121212,0,0.557575757575758,-1,-0.894949494949495,-0.623569023569024,-0.231313131313131,-0.562626262626263,-0.120538720538721,0.472727272727273,0,0.472727272727273,0.56969696969697,0.909090909090909,-0.878787878787879,-0.562626262626263,-0.120538720538721,0,0.472727272727273,0.612121212121212,0.954545454545455,-0.496969696969697,0,0.472727272727273,0.612121212121212,0.954545454545455,0.13030303030303,0.612121212121212,0.954545454545455,0.754545454545455,0.954545454545455,1,1
[5. 5. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.984848484848485,-1,-1,-0.96969696969697,-0.866666666666667,-0.954545454545455,-0.824242424242424,-0.496969696969697,-1,-1,-1,-0.96969696969697,-0.857575757575758,-1,-0.954545454545455,-0.815151515151515,-0.772727272727273,-0.456060606060606,-0.939393939393939,-0.763636363636364,-0.415151515151515,-0.377272727272727,0.209090909090909,-1,-1,-0.972727272727273,-0.877272727272727,-0.963636363636364,-0.840909090909091,-0.56969696969697,-0.516666666666667,-0.8,-0.487878787878788,0.0696969696969697,-0.557575757575758,0,-1,-0.963636363636364,-0.845454545454545,-0.586363636363636,-0.813636363636364,-0.542424242424242,-0.0696969696969697,-0.472727272727273,0,-0.0696969696969697,0.5,-0.954545454545455,-0.809090909090909,-0.516666666666667,-0.472727272727273,0,0.0696969696969697,0.666666666666667,-0.772727272727273,-0.446969696969697,0.0696969696969697,0.0696969696969697,0.696969696969697,-0.377272727272727,0.139393939393939,0.696969696969697,0.209090909090909,0.78030303030303,0.795454545454545,1
[6. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-0.974747474747475,-0.899170274170274,-0.764069264069264,-1,-1,-0.929292929292929,-0.779040404040404,-0.573593073593074,-0.833333333333333,-0.585858585858586,-0.318181818181818,-0.0631313131313131,-0,0.255050505050505,0.737373737373737,-1,-0.833333333333333,-0.585858585858586,-0.318181818181818,-0.0631313131313131,-0.303030303030303,-0,0.255050505050505,0.573232323232323,0.737373737373737,0.363636363636364,0.573232323232323,0.737373737373737,0.919191919191919,1,-0.651515151515151,-0.303030303030303,-0,0.255050505050505,0.363636363636364,0.573232323232323,0.737373737373737,0.919191919191919,0.840909090909091,0.919191919191919,1,1,1,0,0.318181818181818,0.55050505050505,0.727272727272727,0.840909090909091,0.919191919191919,1,1,1,1,1,0.643939393939394,0.795454545454545,0.896464646464647,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
[6. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-0.973304473304473,-0.908189033189033,-0.795454545454545,-1,-1,-0.936868686868687,-0.8248556998557,-0.663600288600289,-0.86969696969697,-0.707575757575758,-0.502669552669553,-0.265656565656566,-0.31969696969697,-0.0595959595959596,0.414141414141414,-1,-0.86969696969697,-0.688383838383838,-0.465295815295815,-0.217424242424242,-0.525252525252525,-0.26969696969697,-0.00303030303030303,0.20959595959596,0.465656565656566,-0,0.271717171717172,0.517171717171717,0.691919191919192,0.954545454545455,-0.756060606060606,-0.494949494949495,-0.21969696969697,0.0535353535353535,-0,0.271717171717172,0.517171717171717,0.691919191919192,0.536363636363636,0.733333333333333,0.954545454545455,0.894949494949495,0.963636363636364,-0.318181818181818,0,0.29040404040404,0.545454545454545,0.507575757575758,0.722222222222222,0.954545454545455,0.894949494949495,0.963636363636364,1,1,0.242424242424242,0.507575757575758,0.719191919191919,0.863131313131313,0.951515151515152,1,1,0.766666666666667,0.894949494949495,0.963636363636364,1,1,1,1,1,1,1,1,1
