,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. ],[2. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. ],[2. 2. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. ],[2. 2. 2. 1. 1. 1. 1. 1. 1. 0. 0. 0. ],[2. 2. 2. 2. 1. 1. 1. 1. 0. 0. 0. 0. ],[2. 2. 2. 2. 2. 1. 1. 0. 0. 0. 0. 0. ],[2. 2. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. ],[3. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. ],[3. 2. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. ],[3. 2. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. ],[3. 2. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. ],[3. 2. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. ],[3. 3. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. ],[3. 3. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[3. 3. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. ],[3. 3. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. ],[3. 3. 3. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[3. 3. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. ],[3. 3. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. ],[4. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. ],[4. 2. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. ],[4. 2. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[4. 2. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. ],[4. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. ],[4. 3. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[4. 3. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[4. 3. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. ],[4. 3. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[4. 3. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0. ],[4. 4. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[4. 4. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[4. 4. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. ],[4. 4. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[4. 4. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. ],[5. 2. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[5. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[5. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. ],[5. 3. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[5. 3. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[5. 3. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 3. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 4. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[5. 4. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 4. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 5. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[5. 5. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],[6. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[6. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[6. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 3. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[6. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 4. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 4. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 5. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[6. 6. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],[7. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[7. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 4. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[7. 5. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[8. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],[8. 2. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[8. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[8. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[8. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[9. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. ],[9. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[9. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[10. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[10. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[11. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ],[12. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. ]
[3. 2. 2. 2. 1. 1. 1. 0. 0. 0. 0. 0. ],-1,-0.674242424242424,-0.480808080808081,-0.339664502164502,-0.221356421356421,-0.111111111111111,-0,-0.331818181818182,-0.213068181818182,-0.10515873015873,0,0.110606060606061,0,0.101154401154401,0.211976911976912,0.341666666666667,0.302380952380952,0.436489898989899,0.696969696969697,0.0535353535353535,0.156565656565657,0.256132756132756,0.36046176046176,0.476262626262626,0.345598845598846,0.447258297258297,0.564520202020202,0.63989898989899,0.777777777777778,0.648845598845599,0.742676767676768,0.848484848484849,0.898989898989899,1,0.467171717171717,0.544462481962482,0.626966089466089,0.71925505050505,0.690007215007215,0.777083333333333,0.871717171717172,0.916666666666667,0.896969696969697,0.952020202020202,1,1,1,0.779040404040404,0.8248556998557,0.878661616161616,0.937373737373737,0.914204545454545,0.960353535353535,1,1,1,1,1,0.948232323232323,0.965909090909091,0.985353535353535,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
[3. 2. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. ],-1,-0.674242424242424,-0.488888888888889,-0.354437229437229,-0.24040404040404,-0.128787878787879,-0,-0.4,-0.300757575757576,-0.206349206349206,-0.110606060606061,0,-0.185425685425685,-0.098015873015873,0,0.134848484848485,0,0.114646464646465,0.272727272727273,-0.095959595959596,0.00140692640692641,0.103246753246753,0.21969696969697,0.372727272727273,0.099025974025974,0.204184704184704,0.33989898989899,0.311111111111111,0.50050505050505,0.382034632034632,0.506818181818182,0.68989898989899,0.63030303030303,0.909090909090909,0.255050505050505,0.353715728715729,0.465295815295815,0.606060606060606,0.432972582972583,0.558333333333333,0.736868686868687,0.674747474747475,0.685606060606061,0.819191919191919,0.924242424242424,0.904040404040404,0.984848484848485,0.573593073593074,0.663600288600289,0.771212121212121,0.904545454545455,0.722979797979798,0.848484848484849,0.939393939393939,0.904040404040404,0.984848484848485,1,1,0.813672438672439,0.882575757575758,0.958585858585859,0.920707070707071,0.987878787878788,1,1,0.952020202020202,0.987373737373737,1,1,1,1,1,1,1,1,1,1
[3. 3. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. ],-1,-1,-0.831313131313131,-0.607575757575758,-0.385714285714286,-0.183982683982684,-0,-0.781818181818182,-0.478787878787879,-0.218181818181818,-0,0.185425685425685,0,0.228282828282828,0.403679653679654,0.545454545454545,0.674242424242424,0.772727272727273,0.96969696969697,-0.260606060606061,0,0.202020202020202,0.366305916305916,0.5,0.464646464646465,0.601515151515152,0.712121212121212,0.911616161616162,0.94949494949495,0.8,0.867171717171717,0.924242424242424,1,1,0.372727272727273,0.525252525252525,0.640909090909091,0.734848484848485,0.86969696969697,0.911616161616162,0.94949494949495,1,1,1,1,1,1,0.833333333333333,0.86969696969697,0.911616161616162,0.94949494949495,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
[3. 3. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],-1,-1,-0.822895622895623,-0.60995670995671,-0.397113997113997,-0.193362193362193,-0,-0.787878787878788,-0.545707070707071,-0.315873015873016,-0.101154401154401,0.098015873015873,-0.228282828282828,0,0.208682058682059,0.396969696969697,0.338203463203463,0.534090909090909,0.838383838383838,-0.391919191919192,-0.159090909090909,0.0511784511784512,0.23953823953824,0.408080808080808,0.161616161616162,0.358910533910534,0.530892255892256,0.673989898989899,0.812457912457912,0.507070707070707,0.661784511784512,0.794612794612795,0.90993265993266,1,0.113636363636364,0.316498316498317,0.483152958152958,0.623989898989899,0.615151515151515,0.744949494949495,0.851851851851852,0.941750841750842,0.856818181818182,0.929292929292929,1,1,1,0.585858585858586,0.707575757575758,0.803451178451178,0.885858585858586,0.906313131313131,0.954208754208754,1,1,1,1,1,0.891414141414141,0.931060606060606,0.966666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
[3. 3. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. ],-1,-1,-0.82996632996633,-0.630735930735931,-0.425396825396825,-0.215488215488215,-0,-0.809090909090909,-0.610606060606061,-0.413949013949014,-0.211976911976912,-0,-0.403679653679654,-0.208682058682059,0,0.227272727272727,0,0.233333333333333,0.527272727272727,-0.497979797979798,-0.300649350649351,-0.101443001443001,0.101839826839827,0.309090909090909,-0.101010101010101,0.103354978354978,0.318939393939394,0.327777777777778,0.575757575757576,0.197619047619048,0.403787878787879,0.618181818181818,0.647474747474747,0.909090909090909,-0.102020202020202,0.106060606060606,0.307467532467532,0.502020202020202,0.312770562770563,0.514814814814815,0.713131313131313,0.736363636363636,0.589393939393939,0.768686868686869,0.939393939393939,0.881818181818182,0.96969696969697,0.318181818181818,0.502669552669553,0.669612794612795,0.818181818181818,0.683080808080808,0.836363636363636,0.963636363636364,0.881818181818182,0.96969696969697,1,1,0.679292929292929,0.806818181818182,0.908080808080808,0.924242424242424,0.981818181818182,1,1,0.911616161616162,0.966666666666667,0.993939393939394,1,1,1,1,1,1,1,1,1
[3. 3. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-0.851515151515152,-0.674242424242424,-0.484848484848485,-0.272727272727273,-0,-0.840909090909091,-0.67739898989899,-0.515151515151515,-0.341666666666667,-0.134848484848485,-0.545454545454545,-0.396969696969697,-0.227272727272727,0,-0.299621212121212,-0.118939393939394,0.0181818181818182,-0.593434343434343,-0.428030303030303,-0.255050505050505,-0.0598484848484848,0.186363636363636,-0.323232323232323,-0.152020202020202,0.0568181818181818,-0.0462121212121212,0.212121212121212,-0.095959595959596,0.103030303030303,0.365656565656566,0.237878787878788,0.590909090909091,-0.284090909090909,-0.095959595959596,0.108459595959596,0.348484848484849,0.0101010101010101,0.224494949494949,0.511111111111111,0.362121212121212,0.257575757575758,0.498989898989899,0.693939393939394,0.611111111111111,0.866666666666667,0.0631313131313131,0.265656565656566,0.488257575757576,0.751515151515151,0.370707070707071,0.615151515151515,0.786363636363636,0.611111111111111,0.866666666666667,0.893939393939394,1,0.410353535353535,0.607575757575758,0.816161616161616,0.703030303030303,0.922727272727273,0.893939393939394,1,0.708333333333333,0.869191919191919,1,0.936363636363636,1,0.911616161616162,1,1,1,1,1,1
[3. 3. 3. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-0.834036796536797,-0.573160173160173,-0.283549783549784,-0,-1,-0.870075757575758,-0.60995670995671,-0.302380952380952,-0,-0.674242424242424,-0.338203463203463,-0,0.299621212121212,0,0.349242424242424,0.745454545454545,-0.83030303030303,-0.578787878787879,-0.287445887445887,0.00405844155844156,0.271212121212121,-0.333333333333333,0,0.299621212121212,0.359090909090909,0.640909090909091,-0.0121212121212121,0.299621212121212,0.557575757575758,0.672727272727273,0.909090909090909,-0.48030303030303,-0.151515151515152,0.156818181818182,0.418560606060606,0.16969696969697,0.470075757575758,0.695454545454545,0.804545454545455,0.474621212121212,0.712121212121212,0.954545454545455,0.857575757575758,0.954545454545455,0,0.31969696969697,0.565909090909091,0.745454545454545,0.647348484848485,0.827272727272727,0.981818181818182,0.857575757575758,0.954545454545455,1,1,0.492424242424242,0.710984848484848,0.85,0.936363636363636,0.981818181818182,1,1,0.851515151515152,0.936363636363636,0.981818181818182,1,1,1,1,1,1,1,1,1
[3. 3. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-0.870075757575758,-0.636363636363636,-0.333333333333333,-0,-1,-0.900568181818182,-0.704545454545455,-0.436489898989899,-0.114646464646465,-0.772727272727273,-0.534090909090909,-0.233333333333333,0.118939393939394,-0.349242424242424,0,0.333333333333333,-0.876262626262626,-0.680555555555556,-0.436616161616162,-0.152020202020202,0.15959595959596,-0.534722222222222,-0.262563131313131,0.0554292929292929,-0.0568181818181818,0.325757575757576,-0.302020202020202,-0.0053030303030303,0.324242424242424,0.245454545454545,0.590909090909091,-0.619949494949495,-0.348484848484849,-0.0474747474747475,0.267361111111111,-0.158080808080808,0.170328282828283,0.508585858585859,0.445454545454545,0.103030303030303,0.433333333333333,0.745454545454545,0.536363636363636,0.824242424242424,-0.255050505050505,0.0595959595959596,0.372348484848485,0.654040404040404,0.285227272727273,0.608838383838384,0.868181818181818,0.536363636363636,0.824242424242424,0.884848484848485,1,0.169191919191919,0.474558080808081,0.733838383838384,0.698484848484848,0.917424242424242,0.884848484848485,1,0.573989898989899,0.805555555555556,0.953030303030303,0.95530303030303,1,0.869191919191919,0.978787878787879,1,1,1,1,1
[3. 3. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-0.858585858585859,-0.505050505050505,-0,-1,-1,-0.929292929292929,-0.696969696969697,-0.272727272727273,-0.96969696969697,-0.838383838383838,-0.527272727272727,-0.0181818181818182,-0.745454545454545,-0.333333333333333,0,-1,-0.929292929292929,-0.737373737373737,-0.414141414141414,0.0101010101010101,-0.858585858585859,-0.62020202020202,-0.236363636363636,-0.496969696969697,0,-0.701010101010101,-0.412121212121212,0,-0.260606060606061,0.0181818181818182,-0.929292929292929,-0.737373737373737,-0.414141414141414,0.0101010101010101,-0.62020202020202,-0.236363636363636,0.260606060606061,0,-0.412121212121212,0,0.333333333333333,0,0.496969696969697,-0.737373737373737,-0.414141414141414,0.0101010101010101,0.462626262626263,-0.236363636363636,0.260606060606061,0.666666666666667,0,0.496969696969697,0.496969696969697,0.909090909090909,-0.414141414141414,0.0101010101010101,0.462626262626263,0.260606060606061,0.757575757575758,0.496969696969697,0.909090909090909,0.0101010101010101,0.462626262626263,0.83030303030303,0.757575757575758,0.909090909090909,0.462626262626263,0.83030303030303,1,0.83030303030303,1,1,1
[4. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. ],-1,-1,-0.918181818181818,-0.783333333333333,-0.62020202020202,-0.44949494949495,-0.287878787878788,-0.712121212121212,-0.456060606060606,-0.236363636363636,-0.0535353535353535,0.095959595959596,0.260606060606061,0.391919191919192,0.497979797979798,0.593434343434343,0.83030303030303,0.876262626262626,1,0,0.2,0.349494949494949,0.46969696969697,0.575757575757576,0.787878787878788,0.83030303030303,0.876262626262626,1,1,1,1,1,1,1,0.674242424242424,0.727272727272727,0.787878787878788,0.847979797979798,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
[4. 2. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. ],-1,-1,-0.894949494949495,-0.753030303030303,-0.601875901875902,-0.449134199134199,-0.297619047619048,-0.713636363636364,-0.507575757575758,-0.324747474747475,-0.156565656565657,-0.00140692640692641,-0,0.159090909090909,0.300649350649351,0.428030303030303,0.578787878787879,0.680555555555556,0.929292929292929,-0.2,0,0.167676767676768,0.314285714285714,0.446969696969697,0.494949494949495,0.606060606060606,0.705808080808081,0.893939393939394,0.939393939393939,0.86969696969697,0.911616161616162,0.94949494949495,1,1,0.372727272727273,0.494949494949495,0.601515151515152,0.700757575757576,0.834848484848485,0.889393939393939,0.936868686868687,1,1,1,1,1,1,0.833333333333333,0.86969696969697,0.911616161616162,0.94949494949495,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
[4. 2. 2. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],-1,-1,-0.882154882154882,-0.744047619047619,-0.604617604617605,-0.463924963924964,-0.318181818181818,-0.733333333333333,-0.563383838383838,-0.407455507455507,-0.256132756132756,-0.103246753246753,-0.202020202020202,-0.0511784511784512,0.101443001443001,0.255050505050505,0.287445887445887,0.436616161616162,0.737373737373737,-0.349494949494949,-0.167676767676768,0,0.161940836940837,0.322222222222222,0.208754208754209,0.358910533910534,0.507828282828283,0.661784511784512,0.791245791245791,0.615151515151515,0.73493265993266,0.843771043771044,0.929292929292929,1,0.113636363636364,0.269360269360269,0.413455988455988,0.552777777777778,0.58030303030303,0.700252525252525,0.816498316498317,0.90993265993266,0.881565656565657,0.941750841750842,1,1,1,0.585858585858586,0.688383838383838,0.783417508417508,0.873737373737374,0.881565656565657,0.941750841750842,1,1,1,1,1,0.891414141414141,0.931060606060606,0.966666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
[4. 2. 2. 2. 1. 1. 0. 0. 0. 0. 0. 0. ],-1,-1,-0.881818181818182,-0.754058441558442,-0.628860028860029,-0.502525252525252,-0.363636363636364,-0.766666666666667,-0.620328282828283,-0.489718614718615,-0.36046176046176,-0.21969696969697,-0.366305916305916,-0.23953823953824,-0.101839826839827,0.0598484848484848,-0.00405844155844156,0.152020202020202,0.414141414141414,-0.46969696969697,-0.314285714285714,-0.161940836940837,0,0.186363636363636,-0.047979797979798,0.102597402597403,0.276515151515151,0.345454545454545,0.545454545454545,0.312770562770563,0.483712121212121,0.682828282828283,0.708080808080808,0.954545454545455,-0.102020202020202,0.053030303030303,0.213455988455988,0.390151515151515,0.292568542568543,0.452146464646465,0.640909090909091,0.671717171717172,0.636237373737374,0.792929292929293,0.939393939393939,0.881818181818182,0.96969696969697,0.318181818181818,0.465295815295815,0.618686868686869,0.783333333333333,0.651262626262626,0.797474747474747,0.939393939393939,0.903030303030303,0.975757575757576,1,1,0.679292929292929,0.791792929292929,0.898989898989899,0.903030303030303,0.975757575757576,1,1,0.911616161616162,0.966666666666667,0.993939393939394,1,1,1,1,1,1,1,1,1
[4. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-0.893939393939394,-0.784090909090909,-0.682828282828283,-0.590909090909091,-0.5,-0.809090909090909,-0.681818181818182,-0.575757575757576,-0.476262626262626,-0.372727272727273,-0.5,-0.408080808080808,-0.309090909090909,-0.186363636363636,-0.271212121212121,-0.15959595959596,-0.0101010101010101,-0.575757575757576,-0.446969696969697,-0.322222222222222,-0.186363636363636,0,-0.27020202020202,-0.149494949494949,0,0,0.184848484848485,0.0101010101010101,0.175757575757576,0.436363636363636,0.337373737373737,0.745454545454545,-0.284090909090909,-0.148989898989899,-0.000505050505050505,0.186363636363636,0.0053030303030303,0.15959595959596,0.383333333333333,0.312626262626263,0.314141414141414,0.523737373737374,0.703030303030303,0.611111111111111,0.857575757575758,0.0631313131313131,0.217424242424242,0.402525252525253,0.674242424242424,0.347727272727273,0.544949494949495,0.712121212121212,0.657070707070707,0.887878787878788,0.893939393939394,1,0.410353535353535,0.573989898989899,0.777272727272727,0.671212121212121,0.887878787878788,0.915151515151515,1,0.708333333333333,0.855050505050505,1,0.915151515151515,1,0.911616161616162,1,1,1,1,1,1
[4. 3. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. ],-1,-1,-1,-0.897727272727273,-0.715728715728716,-0.49963924963925,-0.275974025974026,-1,-0.842171717171717,-0.601851851851852,-0.345598845598846,-0.099025974025974,-0.464646464646465,-0.161616161616162,0.101010101010101,0.323232323232323,0.333333333333333,0.534722222222222,0.858585858585859,-0.787878787878788,-0.494949494949495,-0.208754208754209,0.047979797979798,0.27020202020202,0,0.268939393939394,0.480008417508417,0.70496632996633,0.828282828282828,0.464646464646465,0.652777777777778,0.794612794612795,0.937710437710438,1,-0.310606060606061,0,0.252525252525253,0.455808080808081,0.494949494949495,0.668350168350168,0.801346801346801,0.937710437710438,0.842171717171717,0.920454545454545,1,1,1,0.303030303030303,0.525252525252525,0.683922558922559,0.808080808080808,0.876262626262626,0.937710437710438,1,1,1,1,1,0.795454545454545,0.876262626262626,0.937710437710438,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
[4. 3. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-0.903354978354978,-0.739538239538239,-0.533189033189033,-0.303030303030303,-1,-0.864772727272727,-0.672582972582973,-0.447258297258297,-0.204184704184704,-0.601515151515152,-0.358910533910534,-0.103354978354978,0.152020202020202,-0,0.262563131313131,0.62020202020202,-0.83030303030303,-0.606060606060606,-0.358910533910534,-0.102597402597403,0.149494949494949,-0.268939393939394,0,0.260732323232323,0.376262626262626,0.616666666666667,0.109090909090909,0.376262626262626,0.613131313131313,0.72979797979798,0.954545454545455,-0.48030303030303,-0.212121212121212,0.0522727272727273,0.299621212121212,0.159090909090909,0.410732323232323,0.631313131313131,0.737373737373737,0.53219696969697,0.740151515151515,0.951515151515152,0.857575757575758,0.954545454545455,0,0.26969696969697,0.502020202020202,0.695454545454545,0.610984848484848,0.788888888888889,0.963636363636364,0.883838383838384,0.963636363636364,1,1,0.492424242424242,0.689772727272727,0.834848484848485,0.91010101010101,0.972727272727273,1,1,0.851515151515152,0.936363636363636,0.981818181818182,1,1,1,1,1,1,1,1,1
[4. 3. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-0.922348484848485,-0.787878787878788,-0.603535353535353,-0.363636363636364,-1,-0.897032828282828,-0.747474747474748,-0.564520202020202,-0.33989898989899,-0.712121212121212,-0.530892255892256,-0.318939393939394,-0.0568181818181818,-0.299621212121212,-0.0554292929292929,0.236363636363636,-0.876262626262626,-0.705808080808081,-0.507828282828283,-0.276515151515151,-0,-0.480008417508417,-0.260732323232323,0,0,0.304713804713805,-0.206060606060606,0.0558922558922559,0.368686868686869,0.353030303030303,0.745454545454545,-0.619949494949495,-0.401515151515151,-0.160858585858586,0.110858585858586,-0.149494949494949,0.107596801346801,0.404208754208754,0.385016835016835,0.163762626262626,0.455387205387205,0.749242424242424,0.536363636363636,0.815151515151515,-0.255050505050505,0.00303030303030303,0.276388888888889,0.562626262626263,0.267361111111111,0.543939393939394,0.8,0.59040404040404,0.848484848484849,0.884848484848485,1,0.169191919191919,0.431691919191919,0.686531986531987,0.662121212121212,0.884090909090909,0.908333333333333,1,0.573989898989899,0.787878787878788,0.948484848484848,0.931818181818182,1,0.869191919191919,0.978787878787879,1,1,1,1,1
[4. 3. 3. 1. 1. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-0.871717171717172,-0.621212121212121,-0.303030303030303,-1,-1,-0.888215488215488,-0.63989898989899,-0.311111111111111,-0.911616161616162,-0.673989898989899,-0.327777777777778,0.0462121212121212,-0.359090909090909,0.0568181818181818,0.496969696969697,-1,-0.893939393939394,-0.661784511784512,-0.345454545454545,-0,-0.70496632996633,-0.376262626262626,-0,0,0.404208754208754,-0.433333333333333,-0.05496632996633,0.319191919191919,0.377777777777778,0.745454545454545,-0.876262626262626,-0.627525252525252,-0.299621212121212,0.054040404040404,-0.333838383838384,0.05496632996633,0.416161616161616,0.473905723905724,-0.0053030303030303,0.385690235690236,0.795454545454545,0.454545454545455,0.772727272727273,-0.573232323232323,-0.20959595959596,0.16489898989899,0.491919191919192,0.172979797979798,0.539057239057239,0.877272727272727,0.517508417508417,0.809090909090909,0.875757575757576,1,-0.113636363636364,0.281060606060606,0.6,0.664983164983165,0.886363636363636,0.901515151515151,1,0.402525252525253,0.708080808080808,0.895454545454546,0.953030303030303,1,0.816161616161616,0.953030303030303,1,1,1,1,1
[4. 3. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-0.929292929292929,-0.744949494949495,-0.409090909090909,-1,-1,-0.936868686868687,-0.777777777777778,-0.50050505050505,-0.94949494949495,-0.812457912457912,-0.575757575757576,-0.212121212121212,-0.640909090909091,-0.325757575757576,-0,-1,-0.939393939393939,-0.791245791245791,-0.545454545454545,-0.184848484848485,-0.828282828282828,-0.616666666666667,-0.304713804713805,-0.404208754208754,0,-0.660606060606061,-0.385690235690236,0,-0.125420875420875,0.254545454545455,-0.929292929292929,-0.767676767676768,-0.517171717171717,-0.174747474747475,-0.588888888888889,-0.282659932659933,0.125420875420875,0,-0.368181818181818,0,0.377272727272727,0,0.456060606060606,-0.737373737373737,-0.465656565656566,-0.113131313131313,0.311111111111111,-0.218686868686869,0.185690235690236,0.557575757575758,0.0651515151515152,0.527272727272727,0.496969696969697,0.909090909090909,-0.414141414141414,-0.0515151515151515,0.361616161616162,0.245959595959596,0.689393939393939,0.562121212121212,0.909090909090909,0.0101010101010101,0.412121212121212,0.793939393939394,0.710606060606061,0.931818181818182,0.462626262626263,0.812121212121212,0.977272727272727,0.83030303030303,1,1,1
[4. 4. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. ],-1,-1,-1,-1,-0.922799422799423,-0.759379509379509,-0.54004329004329,-1,-1,-0.871717171717172,-0.648845598845599,-0.382034632034632,-0.8,-0.507070707070707,-0.197619047619048,0.095959595959596,0.0121212121212121,0.302020202020202,0.701010101010101,-1,-0.86969696969697,-0.615151515151515,-0.312770562770563,-0.0101010101010101,-0.464646464646465,-0.109090909090909,0.206060606060606,0.433333333333333,0.660606060606061,0,0.352525252525253,0.618181818181818,0.808080808080808,0.981818181818182,-0.809090909090909,-0.525252525252525,-0.209090909090909,0.0929292929292929,0,0.309090909090909,0.557575757575758,0.741414141414141,0.478787878787879,0.719191919191919,0.963636363636364,0.831313131313131,0.939393939393939,-0.363636363636364,0,0.309090909090909,0.557575757575758,0.536363636363636,0.741414141414141,0.963636363636364,0.894949494949495,0.963636363636364,1,1,0.242424242424242,0.536363636363636,0.741414141414141,0.894949494949495,0.963636363636364,1,1,0.766666666666667,0.894949494949495,0.963636363636364,1,1,1,1,1,1,1,1,1
